,Subject,FFARepEnhancement,FFARepSuppression,PPARepEnhancement,PPARepSuppression
0,620,0.424336194992,0.4373691082,-0.0347487926483,0.0505532026291
1,623,0.00335597991943,-0.0209205746651,0.12607049942,0.0303354263306
2,627,0.0513287782669,0.0228544473648,-0.181631863117,-0.111387372017
3,628,0.245459020138,0.131591916084,-0.0232122540474,-0.00757968425751
4,629,0.0497804284096,0.0157353281975,0.000519037246704,-0.000386655330658
5,630,0.000568985939026,0.00579833984375,0.0463154911995,-0.09504789114
6,631,-0.00557267665863,-0.0987426042557,0.213991820812,0.0774771571159
7,632,-0.179432034492,-0.0282722115517,0.152848780155,0.116872549057
8,633,0.00586837530136,-0.00935655832291,-0.0210403800011,-0.0040836930275
9,634,-0.0888335704803,-0.206658601761,-0.0370935201645,-0.0861110687256
10,636,0.0112282633781,0.00162887573242,0.0273572206497,-0.136640489101
11,637,-0.024659216404,0.0640503764153,0.24830648303,0.328970462084
12,638,0.0148642063141,0.0518426895142,0.06598341465,-0.122588932514
13,639,0.071694791317,0.0704878568649,0.0513796210289,-0.00138503313065
14,640,-0.000774264335632,-0.00146716833115,0.0229541659355,0.0264513492584
15,903,-0.506883025169,-0.106156647205,0.0730900168419,0.0748119950294
16,905,-0.0276979804039,-0.11830163002,0.200411498547,0.0923217535019
17,906,-0.0170657634735,-0.413710772991,-0.0502233505249,-0.0192654132843
18,910,-0.780939209741,0.103802740574,0.0670537948608,0.0206323862076
19,912,-0.0181514620781,0.0836545825005,0.00170630216599,0.00680375099182
20,1106,-0.0230195522308,-0.0512894392014,-0.0953218340874,0.0243645906448
21,1107,0.0235449671745,-0.00752079486847,0.0835041999817,0.0523180961609
22,1109,-0.0172646045685,0.0240515470505,0.545196384192,0.214555770159
23,1110,-0.00635516643524,-0.275952100754,-0.0102364420891,-0.197455942631
24,1111,0.0807330012321,-0.201000511646,-0.0478170514107,-0.0717768073082
25,1112,0.555038094521,1.05691027641,0.0496280789375,0.103685975075
26,1113,-0.0282229781151,-0.267161905766,0.114882349968,-0.283292859793
27,1114,-0.111276328564,0.00266259908676,0.0224370956421,-0.159994959831
28,1116,0.00360691547394,-0.0349778532982,0.0206009745598,0.0417492389679
29,1401,0.347942590714,0.102833330631,0.115191698074,0.0585213899612
30,1402,-0.00796461105347,-0.050954580307,0.22048419714,0.311383187771
31,1403,0.227765619755,0.17695581913,0.00612729787827,0.00781506299973
32,1404,0.104322016239,0.0761238336563,0.062682390213,0.0234158039093
33,1405,-0.192875444889,-0.110194683075,0.0652482509613,-0.0590428113937
34,1406,0.234515607357,0.283683776855,0.702919743955,0.266204275191
35,1407,-0.000962913036346,0.0714762210846,-0.0625411272049,-0.157112717628
36,1408,0.120600998402,-0.668203085661,-0.0602810978889,0.0193522572517
37,1409,0.0963688492775,0.0492055416107,0.0541751384735,0.015900015831
38,1411,0.0772314667702,0.164502799511,0.0396303534508,-0.13095331192
39,1412,0.182196617126,0.193515717983,0.0767934918404,-0.443677037954
40,1413,0.64122543484,0.769169844687,0.0435765981674,0.0798019170761
41,1414,0.282245516777,0.133861362934,-0.0663013458252,-0.284300029278
42,1415,-0.347044020891,-0.0976289510727,0.033032476902,-0.185388550162
43,1416,0.00450164079666,0.000282108783722,0.540879160166,0.381335526705
44,1417,0.0527901649475,0.0169594287872,-0.0116268396378,0.0102339982986
45,1418,0.0992078185081,0.0405657887459,0.029441177845,-0.0355685949326
46,1419,-0.0278235673904,-0.286751449108,-0.0710271000862,-0.164837241173
47,1421,0.231401771307,-0.308148354292,0.0774320363998,0.0385048389435
48,1422,0.124810397625,-0.0881636142731,0.0151001214981,0.0593084692955
49,1423,-0.0420593619347,0.0435515642166,-0.0772282481194,-0.114443361759
50,1426,0.0468857884407,0.0397506952286,0.105542361736,0.0780852437019
51,1427,0.0113480687141,-0.0171961188316,0.0391082763672,-0.0382441282272
52,1429,-0.0182484388351,-0.0342128872871,0.0028600692749,-0.115731716156
53,1430,-0.0318306684494,-0.009705722332,-0.00275409221649,0.00227904319763
54,1431,0.0596518516541,0.0363621115685,0.0245838165283,-0.197256207466
55,2102,0.0195642113686,0.0206232666969,-0.169906675816,-0.721196532249
56,2110,0.192059576511,0.121597647667,0.215011268854,0.147591739893
57,2111,0.00236886739731,-0.0108118653297,-1.18613243103e-05,-0.0452879667282
58,2115,-0.171129405499,-0.120782136917,0.0216163992882,-0.0298066735268
59,2116,0.0574038028717,-0.0522869229317,0.128818631172,0.12757140398
60,2118,0.044992685318,0.0611684918404,0.260322809219,0.261764109135
61,2119,0.0199655294418,-0.0190123319626,0.454741388559,0.454266220331
62,2121,0.00504422187805,0.00557237863541,0.0217151641846,-0.0109119415283
63,2122,0.100245177746,0.0639837384224,0.0325240492821,0.0276864767075
64,2123,-0.0686283707619,-0.0295588970184,0.0180389881134,0.00800567865372
65,2124,-0.0195420384407,0.144220590591,0.0164359211922,-0.0570920705795
66,7601,0.00592529773712,-0.0231129527092,0.0442630648613,-0.0756982564926
67,7604,0.495294820517,0.313585203141,-0.027894616127,-0.193266570568
68,7611,0.154784124345,0.643286824226,-0.0654531121254,-0.102437436581
69,7613,-0.109380364418,-0.112446308136,0.0302851200104,0.0318735837936
70,7614,0.120511353016,-0.513999443501,-0.0502883195877,0.227255702019
71,7616,0.0622822642326,-0.313202559948,0.023793399334,-0.0378561615944
72,7620,0.0664581656456,0.0716143846512,0.0771594643593,0.0384968519211
73,7621,0.143987476826,0.111067950726,0.0720636844635,-0.32408285141
