,Beta,ROI,Subj,Condition,Volume
1765,0.0901513,FFA,516,FH,2
1766,0.0999064,FFA,516,FH,3
1767,0.130993,FFA,516,FH,4
1768,0.279237,FFA,516,FH,5
1769,0.363228,FFA,516,FH,6
1770,0.461527,FFA,516,FH,7
1771,0.443639,FFA,516,FH,8
1772,0.523474,FFA,516,FH,9
1773,0.523835,FFA,516,FH,10
1774,0.513794,FFA,516,FH,11
1775,0.512887,FFA,516,FH,12
1776,0.442001,FFA,516,FH,13
1777,0.3826,FFA,516,FH,14
1778,0.344949,FFA,516,FH,15
1779,0.453989,FFA,516,FH,16
1780,0.414083,FFA,516,FH,17
1781,0.138042,FFA,516,FH,18
1782,-0.170647,FFA,516,FH,19
1783,-0.22198,FFA,516,FH,20
1784,-0.0941616,FFA,516,FH,21
1785,0.0436786,FFA,516,Fo,1
1786,-0.0710886,FFA,516,Fo,2
1787,-0.0218521,FFA,516,Fo,3
1788,0.143468,FFA,516,Fo,4
1789,0.307769,FFA,516,Fo,5
1790,0.384989,FFA,516,Fo,6
1791,0.480714,FFA,516,Fo,7
1792,0.463275,FFA,516,Fo,8
1793,0.402733,FFA,516,Fo,9
1794,0.317632,FFA,516,Fo,10
1795,0.26728,FFA,516,Fo,11
1796,0.257533,FFA,516,Fo,12
1797,0.207008,FFA,516,Fo,13
1798,0.153679,FFA,516,Fo,14
1799,0.215883,FFA,516,Fo,15
1800,0.360192,FFA,516,Fo,16
1801,0.331991,FFA,516,Fo,17
1802,0.0980929,FFA,516,Fo,18
1803,-0.179116,FFA,516,Fo,19
1804,-0.289829,FFA,516,Fo,20
1805,0.187121,FFA,516,Fo,21
1806,-0.0320608,FFA,516,Fp,1
1807,0.0142901,FFA,516,Fp,2
1808,0.167386,FFA,516,Fp,3
1809,0.196666,FFA,516,Fp,4
1810,0.362899,FFA,516,Fp,5
1811,0.502438,FFA,516,Fp,6
1812,0.52188,FFA,516,Fp,7
1813,0.587136,FFA,516,Fp,8
1814,0.428744,FFA,516,Fp,9
1815,0.380028,FFA,516,Fp,10
1816,0.43577,FFA,516,Fp,11
1817,0.500776,FFA,516,Fp,12
1818,0.537765,FFA,516,Fp,13
1819,0.387422,FFA,516,Fp,14
1820,0.297866,FFA,516,Fp,15
1821,0.37944,FFA,516,Fp,16
1822,0.38281,FFA,516,Fp,17
1823,0.264497,FFA,516,Fp,18
1824,0.022466,FFA,516,Fp,19
1825,-0.0853845,FFA,516,Fp,20
1826,0.0779561,FFA,516,Fp,21
1827,-0.146046,FFA,516,HF,1
1828,-0.0600265,FFA,516,HF,2
1829,0.091287,FFA,516,HF,3
1830,0.170555,FFA,516,HF,4
1831,0.424398,FFA,516,HF,5
1832,0.449902,FFA,516,HF,6
1833,0.539376,FFA,516,HF,7
1834,0.536856,FFA,516,HF,8
1835,0.508384,FFA,516,HF,9
1836,0.474292,FFA,516,HF,10
1837,0.479607,FFA,516,HF,11
1838,0.491129,FFA,516,HF,12
1839,0.407518,FFA,516,HF,13
1840,0.285272,FFA,516,HF,14
1841,0.283077,FFA,516,HF,15
1842,0.396585,FFA,516,HF,16
1843,0.273247,FFA,516,HF,17
1844,0.0274598,FFA,516,HF,18
1845,-0.175837,FFA,516,HF,19
1846,-0.163797,FFA,516,HF,20
1847,0.0919543,FFA,516,HF,21
1848,-0.0763668,FFA,516,Ho,1
1849,-0.151916,FFA,516,Ho,2
1850,0.0277807,FFA,516,Ho,3
1851,0.0588133,FFA,516,Ho,4
1852,0.207979,FFA,516,Ho,5
1853,0.325314,FFA,516,Ho,6
1854,0.333117,FFA,516,Ho,7
1855,0.251964,FFA,516,Ho,8
1856,0.317071,FFA,516,Ho,9
1857,0.312432,FFA,516,Ho,10
1858,0.260106,FFA,516,Ho,11
1859,0.2594,FFA,516,Ho,12
1860,0.160901,FFA,516,Ho,13
1861,0.0878173,FFA,516,Ho,14
1862,0.228224,FFA,516,Ho,15
1863,0.284091,FFA,516,Ho,16
1864,0.203906,FFA,516,Ho,17
1865,0.0768548,FFA,516,Ho,18
1866,-0.239744,FFA,516,Ho,19
1867,-0.292249,FFA,516,Ho,20
1868,-0.0928572,FFA,516,Ho,21
1869,-0.0509111,FFA,516,Hp,1
1870,-0.0223623,FFA,516,Hp,2
1871,0.122464,FFA,516,Hp,3
1872,0.221897,FFA,516,Hp,4
1873,0.265584,FFA,516,Hp,5
1874,0.301992,FFA,516,Hp,6
1875,0.312073,FFA,516,Hp,7
1876,0.324979,FFA,516,Hp,8
1877,0.280299,FFA,516,Hp,9
1878,0.274712,FFA,516,Hp,10
1879,0.171138,FFA,516,Hp,11
1880,0.109388,FFA,516,Hp,12
1881,0.176854,FFA,516,Hp,13
1882,0.135711,FFA,516,Hp,14
1883,0.140045,FFA,516,Hp,15
1884,0.267969,FFA,516,Hp,16
1885,0.29585,FFA,516,Hp,17
1886,0.138931,FFA,516,Hp,18
1887,-0.0083589,FFA,516,Hp,19
1888,-0.0665832,FFA,516,Hp,20
1889,0.109907,FFA,516,Hp,21
1890,-0.0332828,PPA,516,FH,1
1891,0.0515747,PPA,516,FH,2
1892,-0.0143753,PPA,516,FH,3
1893,0.0993518,PPA,516,FH,4
1894,0.17714,PPA,516,FH,5
1895,0.142,PPA,516,FH,6
1896,0.0520064,PPA,516,FH,7
1897,0.00525473,PPA,516,FH,8
1898,-0.0254084,PPA,516,FH,9
1899,0.00750927,PPA,516,FH,10
1900,0.115936,PPA,516,FH,11
1901,0.110153,PPA,516,FH,12
1902,0.0132044,PPA,516,FH,13
1903,0.00347772,PPA,516,FH,14
1904,0.0272656,PPA,516,FH,15
1905,0.0974266,PPA,516,FH,16
1906,0.0947361,PPA,516,FH,17
1907,-0.0100865,PPA,516,FH,18
1908,-0.080286,PPA,516,FH,19
1909,0.00673904,PPA,516,FH,20
1910,0.0835497,PPA,516,FH,21
1911,0.0354685,PPA,516,Fo,1
1912,0.0392101,PPA,516,Fo,2
1913,-0.045292,PPA,516,Fo,3
1914,-0.000371112,PPA,516,Fo,4
1915,0.0499868,PPA,516,Fo,5
1916,-0.00776752,PPA,516,Fo,6
1917,-0.00162792,PPA,516,Fo,7
1918,-0.0224194,PPA,516,Fo,8
1919,-0.0232126,PPA,516,Fo,9
1920,-0.00213758,PPA,516,Fo,10
1921,-0.0290711,PPA,516,Fo,11
1922,-0.00720888,PPA,516,Fo,12
1923,0.0175968,PPA,516,Fo,13
1924,-0.0488456,PPA,516,Fo,14
1925,-0.0336571,PPA,516,Fo,15
1926,0.0264856,PPA,516,Fo,16
1927,0.0880186,PPA,516,Fo,17
1928,0.0123555,PPA,516,Fo,18
1929,-0.0258103,PPA,516,Fo,19
1930,-0.072768,PPA,516,Fo,20
1931,-0.109024,PPA,516,Fo,21
1932,-0.112027,PPA,516,Fp,1
1933,0.109563,PPA,516,Fp,2
1934,0.0325237,PPA,516,Fp,3
1935,0.0844924,PPA,516,Fp,4
1936,0.0441453,PPA,516,Fp,5
1937,-0.0190335,PPA,516,Fp,6
1938,-0.0201862,PPA,516,Fp,7
1939,-0.0507426,PPA,516,Fp,8
1940,0.0108186,PPA,516,Fp,9
1941,0.0445244,PPA,516,Fp,10
1942,0.0569514,PPA,516,Fp,11
1943,0.014007,PPA,516,Fp,12
1944,-0.0542392,PPA,516,Fp,13
1945,-0.00315201,PPA,516,Fp,14
1946,0.0320411,PPA,516,Fp,15
1947,0.0157522,PPA,516,Fp,16
1948,-0.011524,PPA,516,Fp,17
1949,-0.01729,PPA,516,Fp,18
1950,0.0289175,PPA,516,Fp,19
1951,0.0306155,PPA,516,Fp,20
1952,0.0110788,PPA,516,Fp,21
1953,-0.0682564,PPA,516,HF,1
1954,-0.0649673,PPA,516,HF,2
1955,0.0094733,PPA,516,HF,3
1956,0.140258,PPA,516,HF,4
1957,0.171949,PPA,516,HF,5
1958,0.244652,PPA,516,HF,6
1959,0.326409,PPA,516,HF,7
1960,0.276531,PPA,516,HF,8
1961,0.275329,PPA,516,HF,9
1962,0.226367,PPA,516,HF,10
1963,0.19921,PPA,516,HF,11
1964,0.213777,PPA,516,HF,12
1965,0.17579,PPA,516,HF,13
1966,0.132879,PPA,516,HF,14
1967,0.107902,PPA,516,HF,15
1968,0.109385,PPA,516,HF,16
1969,-0.0387765,PPA,516,HF,17
1970,-0.167576,PPA,516,HF,18
1971,0.0398986,PPA,516,HF,19
1972,0.0286682,PPA,516,HF,20
1973,-0.0405022,PPA,516,HF,21
1974,-0.133838,PPA,516,Ho,1
1975,-0.149864,PPA,516,Ho,2
1976,-0.122998,PPA,516,Ho,3
1977,0.0308694,PPA,516,Ho,4
1978,0.193403,PPA,516,Ho,5
1979,0.24789,PPA,516,Ho,6
1980,0.202209,PPA,516,Ho,7
1981,0.172037,PPA,516,Ho,8
1982,0.102227,PPA,516,Ho,9
1983,0.134044,PPA,516,Ho,10
1984,0.170899,PPA,516,Ho,11
1985,0.152061,PPA,516,Ho,12
1986,0.103913,PPA,516,Ho,13
1987,0.0167416,PPA,516,Ho,14
1988,0.0212078,PPA,516,Ho,15
1989,0.0420199,PPA,516,Ho,16
1990,-0.0195184,PPA,516,Ho,17
1991,-0.19057,PPA,516,Ho,18
1992,-0.121572,PPA,516,Ho,19
1993,-0.018724,PPA,516,Ho,20
1994,0.075989,PPA,516,Ho,21
1995,0.176806,PPA,516,Hp,1
1996,-0.0236239,PPA,516,Hp,2
1997,0.0153046,PPA,516,Hp,3
1998,0.0298865,PPA,516,Hp,4
1999,0.19024,PPA,516,Hp,5
2000,0.122125,PPA,516,Hp,6
2001,0.134785,PPA,516,Hp,7
2002,0.105106,PPA,516,Hp,8
2003,0.00714481,PPA,516,Hp,9
2004,0.0341407,PPA,516,Hp,10
2005,0.0848222,PPA,516,Hp,11
2006,0.0629338,PPA,516,Hp,12
2007,0.0244229,PPA,516,Hp,13
2008,0.0159203,PPA,516,Hp,14
2009,0.0716349,PPA,516,Hp,15
2010,0.0459245,PPA,516,Hp,16
2011,-0.0701117,PPA,516,Hp,17
2012,-0.0868326,PPA,516,Hp,18
2013,-0.0344997,PPA,516,Hp,19
2014,0.0367794,PPA,516,Hp,20
2015,-0.0271818,PPA,516,Hp,21
2016,-0.214774,FFA,523,FH,1
2017,0.0979805,FFA,523,FH,2
2018,0.0957126,FFA,523,FH,3
2019,0.183621,FFA,523,FH,4
2020,0.157956,FFA,523,FH,5
2021,0.370099,FFA,523,FH,6
2022,0.267746,FFA,523,FH,7
2023,0.323006,FFA,523,FH,8
2024,0.5439,FFA,523,FH,9
2025,0.548416,FFA,523,FH,10
2026,0.440247,FFA,523,FH,11
2027,0.441177,FFA,523,FH,12
2028,0.431933,FFA,523,FH,13
2029,0.381201,FFA,523,FH,14
2030,0.357536,FFA,523,FH,15
2031,0.239566,FFA,523,FH,16
2032,0.251137,FFA,523,FH,17
2033,0.0398732,FFA,523,FH,18
2034,0.057853,FFA,523,FH,19
2035,-0.00174086,FFA,523,FH,20
2036,0.119317,FFA,523,FH,21
2037,0.16847,FFA,523,Fo,1
2038,-0.162097,FFA,523,Fo,2
2039,0.0652613,FFA,523,Fo,3
2040,-0.011176,FFA,523,Fo,4
2041,0.235637,FFA,523,Fo,5
2042,0.119211,FFA,523,Fo,6
2043,0.448378,FFA,523,Fo,7
2044,0.417091,FFA,523,Fo,8
2045,0.464892,FFA,523,Fo,9
2046,0.456724,FFA,523,Fo,10
2047,0.464754,FFA,523,Fo,11
2048,0.526769,FFA,523,Fo,12
2049,0.476072,FFA,523,Fo,13
2050,0.478728,FFA,523,Fo,14
2051,0.457298,FFA,523,Fo,15
2052,0.364005,FFA,523,Fo,16
2053,0.320522,FFA,523,Fo,17
2054,0.0974262,FFA,523,Fo,18
2055,0.0485816,FFA,523,Fo,19
2056,0.0711019,FFA,523,Fo,20
2057,-0.00942421,FFA,523,Fo,21
2058,-0.0365399,FFA,523,Fp,1
2059,-0.0283881,FFA,523,Fp,2
2060,0.0283448,FFA,523,Fp,3
2061,-0.140041,FFA,523,Fp,4
2062,0.102842,FFA,523,Fp,5
2063,-0.0745232,FFA,523,Fp,6
2064,-0.0293197,FFA,523,Fp,7
2065,-0.0168213,FFA,523,Fp,8
2066,-0.0636867,FFA,523,Fp,9
2067,-0.0789045,FFA,523,Fp,10
2068,0.00310829,FFA,523,Fp,11
2069,0.0177802,FFA,523,Fp,12
2070,-0.0691953,FFA,523,Fp,13
2071,-0.0688511,FFA,523,Fp,14
2072,-0.0537026,FFA,523,Fp,15
2073,-0.0526166,FFA,523,Fp,16
2074,-0.0726723,FFA,523,Fp,17
2075,-0.168585,FFA,523,Fp,18
2076,-0.022198,FFA,523,Fp,19
2077,-0.214722,FFA,523,Fp,20
2078,-0.142148,FFA,523,Fp,21
2079,-0.201482,FFA,523,HF,1
2080,0.0706957,FFA,523,HF,2
2081,-0.0477789,FFA,523,HF,3
2082,0.138295,FFA,523,HF,4
2083,0.235229,FFA,523,HF,5
2084,0.326679,FFA,523,HF,6
2085,0.350559,FFA,523,HF,7
2086,0.55479,FFA,523,HF,8
2087,0.615291,FFA,523,HF,9
2088,0.609446,FFA,523,HF,10
2089,0.62559,FFA,523,HF,11
2090,0.616319,FFA,523,HF,12
2091,0.599337,FFA,523,HF,13
2092,0.60377,FFA,523,HF,14
2093,0.608313,FFA,523,HF,15
2094,0.511986,FFA,523,HF,16
2095,0.451786,FFA,523,HF,17
2096,0.178797,FFA,523,HF,18
2097,-0.0887729,FFA,523,HF,19
2098,-0.00908902,FFA,523,HF,20
2099,0.115759,FFA,523,HF,21
2100,-0.216802,FFA,523,Ho,1
2101,-0.0130623,FFA,523,Ho,2
2102,-0.105832,FFA,523,Ho,3
2103,-0.0881621,FFA,523,Ho,4
2104,0.0763586,FFA,523,Ho,5
2105,0.0466528,FFA,523,Ho,6
2106,0.27606,FFA,523,Ho,7
2107,0.0800043,FFA,523,Ho,8
2108,0.314642,FFA,523,Ho,9
2109,0.283557,FFA,523,Ho,10
2110,0.237123,FFA,523,Ho,11
2111,0.36485,FFA,523,Ho,12
2112,0.309725,FFA,523,Ho,13
2113,0.366306,FFA,523,Ho,14
2114,0.379267,FFA,523,Ho,15
2115,0.350753,FFA,523,Ho,16
2116,0.309167,FFA,523,Ho,17
2117,0.137546,FFA,523,Ho,18
2118,0.0599803,FFA,523,Ho,19
2119,-0.0570729,FFA,523,Ho,20
2120,-0.0502589,FFA,523,Ho,21
2121,0.0531734,FFA,523,Hp,1
2122,0.0563347,FFA,523,Hp,2
2123,0.145702,FFA,523,Hp,3
2124,0.08683,FFA,523,Hp,4
2125,0.244916,FFA,523,Hp,5
2126,0.163824,FFA,523,Hp,6
2127,0.0938275,FFA,523,Hp,7
2128,0.11678,FFA,523,Hp,8
2129,0.121218,FFA,523,Hp,9
2130,0.157153,FFA,523,Hp,10
2131,0.142493,FFA,523,Hp,11
2132,0.11398,FFA,523,Hp,12
2133,0.113183,FFA,523,Hp,13
2134,0.111225,FFA,523,Hp,14
2135,0.0917314,FFA,523,Hp,15
2136,-0.0647881,FFA,523,Hp,16
2137,0.138259,FFA,523,Hp,17
2138,0.113145,FFA,523,Hp,18
2139,0.249692,FFA,523,Hp,19
2140,-0.0547353,FFA,523,Hp,20
2141,0.0640528,FFA,523,Hp,21
2142,-0.0725959,PPA,523,FH,1
2143,0.0393187,PPA,523,FH,2
2144,0.0596806,PPA,523,FH,3
2145,-0.0578249,PPA,523,FH,4
2146,0.0700887,PPA,523,FH,5
2147,0.0792092,PPA,523,FH,6
2148,0.0994752,PPA,523,FH,7
2149,0.128191,PPA,523,FH,8
2150,0.0565998,PPA,523,FH,9
2151,0.140537,PPA,523,FH,10
2152,0.208746,PPA,523,FH,11
2153,0.102185,PPA,523,FH,12
2154,0.0269123,PPA,523,FH,13
2155,0.0190461,PPA,523,FH,14
2156,0.0257114,PPA,523,FH,15
2157,0.0318766,PPA,523,FH,16
2158,-0.0660147,PPA,523,FH,17
2159,0.117621,PPA,523,FH,18
2160,0.0159128,PPA,523,FH,19
2161,0.0299606,PPA,523,FH,20
2162,-0.0542829,PPA,523,FH,21
2163,-0.0588721,PPA,523,Fo,1
2164,-0.108453,PPA,523,Fo,2
2165,-0.085801,PPA,523,Fo,3
2166,-0.0144812,PPA,523,Fo,4
2167,0.0486301,PPA,523,Fo,5
2168,0.0178423,PPA,523,Fo,6
2169,-0.00640987,PPA,523,Fo,7
2170,-0.00249191,PPA,523,Fo,8
2171,-0.00720076,PPA,523,Fo,9
2172,0.0672694,PPA,523,Fo,10
2173,0.0802816,PPA,523,Fo,11
2174,0.0292079,PPA,523,Fo,12
2175,0.00958173,PPA,523,Fo,13
2176,-0.0118259,PPA,523,Fo,14
2177,0.00575535,PPA,523,Fo,15
2178,0.00613762,PPA,523,Fo,16
2179,0.0333707,PPA,523,Fo,17
2180,0.0477607,PPA,523,Fo,18
2181,0.0683147,PPA,523,Fo,19
2182,-0.0501974,PPA,523,Fo,20
2183,0.00556142,PPA,523,Fo,21
2184,-0.0290934,PPA,523,Fp,1
2185,0.00523292,PPA,523,Fp,2
2186,-0.0611827,PPA,523,Fp,3
2187,-0.0390063,PPA,523,Fp,4
2188,-0.00605428,PPA,523,Fp,5
2189,-0.108849,PPA,523,Fp,6
2190,-0.0526094,PPA,523,Fp,7
2191,0.00169569,PPA,523,Fp,8
2192,-0.0294618,PPA,523,Fp,9
2193,-0.0144537,PPA,523,Fp,10
2194,0.00483906,PPA,523,Fp,11
2195,-0.0154839,PPA,523,Fp,12
2196,0.00228976,PPA,523,Fp,13
2197,0.0283051,PPA,523,Fp,14
2198,0.00694665,PPA,523,Fp,15
2199,0.0230765,PPA,523,Fp,16
2200,0.0588379,PPA,523,Fp,17
2201,0.00413777,PPA,523,Fp,18
2202,-0.0922252,PPA,523,Fp,19
2203,-0.003618,PPA,523,Fp,20
2204,-0.047872,PPA,523,Fp,21
2205,-0.126539,PPA,523,HF,1
2206,0.044907,PPA,523,HF,2
2207,-0.0537195,PPA,523,HF,3
2208,0.065396,PPA,523,HF,4
2209,0.221945,PPA,523,HF,5
2210,0.331758,PPA,523,HF,6
2211,0.301709,PPA,523,HF,7
2212,0.301374,PPA,523,HF,8
2213,0.325616,PPA,523,HF,9
2214,0.280715,PPA,523,HF,10
2215,0.288257,PPA,523,HF,11
2216,0.361051,PPA,523,HF,12
2217,0.348722,PPA,523,HF,13
2218,0.313558,PPA,523,HF,14
2219,0.346015,PPA,523,HF,15
2220,0.258728,PPA,523,HF,16
2221,0.0654292,PPA,523,HF,17
2222,0.00846705,PPA,523,HF,18
2223,0.0442686,PPA,523,HF,19
2224,-0.0383256,PPA,523,HF,20
2225,0.0434336,PPA,523,HF,21
2226,-0.069024,PPA,523,Ho,1
2227,0.0668061,PPA,523,Ho,2
2228,-0.085815,PPA,523,Ho,3
2229,0.0992916,PPA,523,Ho,4
2230,0.195585,PPA,523,Ho,5
2231,0.252937,PPA,523,Ho,6
2232,0.294135,PPA,523,Ho,7
2233,0.340391,PPA,523,Ho,8
2234,0.289629,PPA,523,Ho,9
2235,0.321335,PPA,523,Ho,10
2236,0.341408,PPA,523,Ho,11
2237,0.285367,PPA,523,Ho,12
2238,0.264466,PPA,523,Ho,13
2239,0.238385,PPA,523,Ho,14
2240,0.245082,PPA,523,Ho,15
2241,0.313093,PPA,523,Ho,16
2242,0.197285,PPA,523,Ho,17
2243,0.0150757,PPA,523,Ho,18
2244,0.0634418,PPA,523,Ho,19
2245,0.0090015,PPA,523,Ho,20
2246,0.186464,PPA,523,Ho,21
2247,0.100208,PPA,523,Hp,1
2248,0.0611267,PPA,523,Hp,2
2249,0.068462,PPA,523,Hp,3
2250,0.166832,PPA,523,Hp,4
2251,0.156572,PPA,523,Hp,5
2252,0.132742,PPA,523,Hp,6
2253,0.110874,PPA,523,Hp,7
2254,0.0952095,PPA,523,Hp,8
2255,0.0971044,PPA,523,Hp,9
2256,0.117215,PPA,523,Hp,10
2257,0.0986738,PPA,523,Hp,11
2258,0.0615842,PPA,523,Hp,12
2259,0.0654898,PPA,523,Hp,13
2260,0.0772258,PPA,523,Hp,14
2261,0.0755115,PPA,523,Hp,15
2262,0.104236,PPA,523,Hp,16
2263,0.134306,PPA,523,Hp,17
2264,0.0854535,PPA,523,Hp,18
2265,0.0273729,PPA,523,Hp,19
2266,0.163879,PPA,523,Hp,20
2267,0.0974601,PPA,523,Hp,21
2268,0.288686,FFA,508,FH,1
2269,-0.076377,FFA,508,FH,2
2270,-0.15076,FFA,508,FH,3
2271,-0.284561,FFA,508,FH,4
2272,-0.167754,FFA,508,FH,5
2273,-0.215619,FFA,508,FH,6
2274,-0.216094,FFA,508,FH,7
2275,-0.15575,FFA,508,FH,8
2276,-0.102258,FFA,508,FH,9
2277,0.0416005,FFA,508,FH,10
2278,-0.017287,FFA,508,FH,11
2279,-0.111957,FFA,508,FH,12
2280,0.00773492,FFA,508,FH,13
2281,-0.0928724,FFA,508,FH,14
2282,-0.252728,FFA,508,FH,15
2283,-0.001634,FFA,508,FH,16
2284,-0.193168,FFA,508,FH,17
2285,-0.267648,FFA,508,FH,18
2286,-0.22611,FFA,508,FH,19
2287,-0.167693,FFA,508,FH,20
2288,-0.418548,FFA,508,FH,21
2289,0.317209,FFA,508,Fo,1
2290,-0.05841,FFA,508,Fo,2
2291,0.198622,FFA,508,Fo,3
2292,0.264534,FFA,508,Fo,4
2293,0.331373,FFA,508,Fo,5
2294,0.291709,FFA,508,Fo,6
2295,0.308027,FFA,508,Fo,7
2296,0.447953,FFA,508,Fo,8
2297,0.3806,FFA,508,Fo,9
2298,0.376793,FFA,508,Fo,10
2299,0.423655,FFA,508,Fo,11
2300,0.379073,FFA,508,Fo,12
2301,0.212102,FFA,508,Fo,13
2302,-0.10417,FFA,508,Fo,14
2303,-0.262247,FFA,508,Fo,15
2304,-0.212271,FFA,508,Fo,16
2305,-0.259716,FFA,508,Fo,17
2306,-0.034362,FFA,508,Fo,18
2307,0.0180036,FFA,508,Fo,19
2308,0.0389719,FFA,508,Fo,20
2309,0.262548,FFA,508,Fo,21
2310,-0.546307,FFA,508,Fp,1
2311,-0.250224,FFA,508,Fp,2
2312,-0.28212,FFA,508,Fp,3
2313,-0.08487,FFA,508,Fp,4
2314,-0.294761,FFA,508,Fp,5
2315,-0.426237,FFA,508,Fp,6
2316,-0.372962,FFA,508,Fp,7
2317,-0.474969,FFA,508,Fp,8
2318,-0.607594,FFA,508,Fp,9
2319,-0.560904,FFA,508,Fp,10
2320,-0.510542,FFA,508,Fp,11
2321,-0.556069,FFA,508,Fp,12
2322,-0.515837,FFA,508,Fp,13
2323,-0.468122,FFA,508,Fp,14
2324,-0.482995,FFA,508,Fp,15
2325,-0.256696,FFA,508,Fp,16
2326,-0.23942,FFA,508,Fp,17
2327,-0.251252,FFA,508,Fp,18
2328,-0.159778,FFA,508,Fp,19
2329,-0.129363,FFA,508,Fp,20
2330,-0.162718,FFA,508,Fp,21
2331,-0.0401665,FFA,508,HF,1
2332,-0.0255817,FFA,508,HF,2
2333,0.0838776,FFA,508,HF,3
2334,0.229164,FFA,508,HF,4
2335,0.12165,FFA,508,HF,5
2336,0.190517,FFA,508,HF,6
2337,0.243619,FFA,508,HF,7
2338,0.215522,FFA,508,HF,8
2339,0.176342,FFA,508,HF,9
2340,0.227772,FFA,508,HF,10
2341,0.252826,FFA,508,HF,11
2342,0.191428,FFA,508,HF,12
2343,0.131329,FFA,508,HF,13
2344,0.035514,FFA,508,HF,14
2345,-0.099613,FFA,508,HF,15
2346,-0.127947,FFA,508,HF,16
2347,-0.160157,FFA,508,HF,17
2348,-0.23246,FFA,508,HF,18
2349,-0.255462,FFA,508,HF,19
2350,-0.204543,FFA,508,HF,20
2351,0.0446826,FFA,508,HF,21
2352,-0.104617,FFA,508,Ho,1
2353,0.291264,FFA,508,Ho,2
2354,0.131974,FFA,508,Ho,3
2355,-0.0302711,FFA,508,Ho,4
2356,-0.169002,FFA,508,Ho,5
2357,-0.0780973,FFA,508,Ho,6
2358,0.0310882,FFA,508,Ho,7
2359,-0.0199408,FFA,508,Ho,8
2360,0.081176,FFA,508,Ho,9
2361,0.181646,FFA,508,Ho,10
2362,0.105103,FFA,508,Ho,11
2363,-0.0190687,FFA,508,Ho,12
2364,-0.0431546,FFA,508,Ho,13
2365,-0.0813694,FFA,508,Ho,14
2366,-0.223649,FFA,508,Ho,15
2367,-0.17268,FFA,508,Ho,16
2368,-0.0834431,FFA,508,Ho,17
2369,-0.016402,FFA,508,Ho,18
2370,-0.157822,FFA,508,Ho,19
2371,-0.0694164,FFA,508,Ho,20
2372,-0.0747012,FFA,508,Ho,21
2373,-0.301496,FFA,508,Hp,1
2374,-0.174613,FFA,508,Hp,2
2375,-0.0858236,FFA,508,Hp,3
2376,-0.0790501,FFA,508,Hp,4
2377,-0.0815002,FFA,508,Hp,5
2378,-0.206198,FFA,508,Hp,6
2379,-0.575523,FFA,508,Hp,7
2380,-0.574428,FFA,508,Hp,8
2381,-0.555996,FFA,508,Hp,9
2382,-0.638595,FFA,508,Hp,10
2383,-0.506309,FFA,508,Hp,11
2384,-0.421008,FFA,508,Hp,12
2385,-0.475387,FFA,508,Hp,13
2386,-0.375869,FFA,508,Hp,14
2387,-0.353615,FFA,508,Hp,15
2388,-0.307299,FFA,508,Hp,16
2389,0.0392731,FFA,508,Hp,17
2390,0.00265105,FFA,508,Hp,18
2391,0.0564489,FFA,508,Hp,19
2392,-0.0377475,FFA,508,Hp,20
2393,0.170475,FFA,508,Hp,21
2394,-0.128971,PPA,508,FH,1
2395,0.0429192,PPA,508,FH,2
2396,-0.0821147,PPA,508,FH,3
2397,0.0393565,PPA,508,FH,4
2398,0.0636571,PPA,508,FH,5
2399,0.0395459,PPA,508,FH,6
2400,-0.000368434,PPA,508,FH,7
2401,-0.0401598,PPA,508,FH,8
2402,0.0157822,PPA,508,FH,9
2403,0.0215553,PPA,508,FH,10
2404,-0.0307612,PPA,508,FH,11
2405,-0.0179636,PPA,508,FH,12
2406,0.00358225,PPA,508,FH,13
2407,-0.0279735,PPA,508,FH,14
2408,0.0458476,PPA,508,FH,15
2409,0.180617,PPA,508,FH,16
2410,-0.0196397,PPA,508,FH,17
2411,-0.0549677,PPA,508,FH,18
2412,0.0028515,PPA,508,FH,19
2413,-0.0537347,PPA,508,FH,20
2414,0.0602422,PPA,508,FH,21
2415,-0.144322,PPA,508,Fo,1
2416,-0.0597331,PPA,508,Fo,2
2417,-0.171717,PPA,508,Fo,3
2418,0.0181973,PPA,508,Fo,4
2419,0.0109835,PPA,508,Fo,5
2420,0.00878925,PPA,508,Fo,6
2421,0.0149524,PPA,508,Fo,7
2422,-0.106894,PPA,508,Fo,8
2423,-0.119238,PPA,508,Fo,9
2424,-0.0615478,PPA,508,Fo,10
2425,-0.0858483,PPA,508,Fo,11
2426,-0.141055,PPA,508,Fo,12
2427,-0.180729,PPA,508,Fo,13
2428,-0.118799,PPA,508,Fo,14
2429,0.0734162,PPA,508,Fo,15
2430,0.10297,PPA,508,Fo,16
2431,0.078678,PPA,508,Fo,17
2432,-0.0458516,PPA,508,Fo,18
2433,-0.00971307,PPA,508,Fo,19
2434,0.101195,PPA,508,Fo,20
2435,-0.00655321,PPA,508,Fo,21
2436,0.0412819,PPA,508,Fp,1
2437,-0.143671,PPA,508,Fp,2
2438,0.0315752,PPA,508,Fp,3
2439,0.00659957,PPA,508,Fp,4
2440,-0.0414787,PPA,508,Fp,5
2441,-0.104157,PPA,508,Fp,6
2442,-0.130555,PPA,508,Fp,7
2443,-0.0951915,PPA,508,Fp,8
2444,-0.0829551,PPA,508,Fp,9
2445,-0.0829128,PPA,508,Fp,10
2446,-0.0863281,PPA,508,Fp,11
2447,-0.0942432,PPA,508,Fp,12
