,Beta,ROI,Subj,Condition,Volume
5449,-0.14766,PPA,539,Fo,11
5450,-0.127618,PPA,539,Fo,12
5451,-0.184218,PPA,539,Fo,13
5452,-0.109731,PPA,539,Fo,14
5453,0.0478022,PPA,539,Fo,15
5454,-0.0303211,PPA,539,Fo,16
5455,-0.218612,PPA,539,Fo,17
5456,-0.153103,PPA,539,Fo,18
5457,-0.126865,PPA,539,Fo,19
5458,-0.0163184,PPA,539,Fo,20
5459,0.00889923,PPA,539,Fo,21
5460,-0.330308,PPA,539,Fp,1
5461,-0.0502975,PPA,539,Fp,2
5462,-0.180067,PPA,539,Fp,3
5463,-0.184457,PPA,539,Fp,4
5464,-0.266455,PPA,539,Fp,5
5465,-0.222438,PPA,539,Fp,6
5466,-0.21869,PPA,539,Fp,7
5467,-0.347782,PPA,539,Fp,8
5468,-0.280064,PPA,539,Fp,9
5469,-0.205138,PPA,539,Fp,10
5470,-0.202565,PPA,539,Fp,11
5471,-0.0891088,PPA,539,Fp,12
5472,-0.0813245,PPA,539,Fp,13
5473,-0.229575,PPA,539,Fp,14
5474,-0.168924,PPA,539,Fp,15
5475,-0.120933,PPA,539,Fp,16
5476,-0.0540507,PPA,539,Fp,17
5477,0.116307,PPA,539,Fp,18
5478,-0.12301,PPA,539,Fp,19
5479,-0.149722,PPA,539,Fp,20
5480,0.125852,PPA,539,Fp,21
5481,0.192875,PPA,539,HF,1
5482,0.127671,PPA,539,HF,2
5483,-0.112855,PPA,539,HF,3
5484,-0.0976114,PPA,539,HF,4
5485,-0.17717,PPA,539,HF,5
5486,-0.0904756,PPA,539,HF,6
5487,-0.189967,PPA,539,HF,7
5488,-0.246784,PPA,539,HF,8
5489,-0.214021,PPA,539,HF,9
5490,-0.196076,PPA,539,HF,10
5491,-0.239239,PPA,539,HF,11
5492,-0.196071,PPA,539,HF,12
5493,-0.132205,PPA,539,HF,13
5494,-0.0804252,PPA,539,HF,14
5495,0.0866766,PPA,539,HF,15
5496,-0.0243107,PPA,539,HF,16
5497,-0.0971219,PPA,539,HF,17
5498,-0.0599942,PPA,539,HF,18
5499,-0.119477,PPA,539,HF,19
5500,-0.226908,PPA,539,HF,20
5501,-0.208904,PPA,539,HF,21
5502,0.00874646,PPA,539,Ho,1
5503,-0.124439,PPA,539,Ho,2
5504,-0.233043,PPA,539,Ho,3
5505,-0.15747,PPA,539,Ho,4
5506,-0.130224,PPA,539,Ho,5
5507,-0.231655,PPA,539,Ho,6
5508,-0.261513,PPA,539,Ho,7
5509,-0.244848,PPA,539,Ho,8
5510,-0.217208,PPA,539,Ho,9
5511,-0.156358,PPA,539,Ho,10
5512,-0.119206,PPA,539,Ho,11
5513,-0.173264,PPA,539,Ho,12
5514,-0.238066,PPA,539,Ho,13
5515,-0.235449,PPA,539,Ho,14
5516,-0.179049,PPA,539,Ho,15
5517,-0.085292,PPA,539,Ho,16
5518,-0.140512,PPA,539,Ho,17
5519,-0.117877,PPA,539,Ho,18
5520,-0.0993849,PPA,539,Ho,19
5521,0.020649,PPA,539,Ho,20
5522,0.0908469,PPA,539,Ho,21
5523,-0.0643766,PPA,539,Hp,1
5524,0.0698875,PPA,539,Hp,2
5525,0.14049,PPA,539,Hp,3
5526,-0.00894642,PPA,539,Hp,4
5527,-0.118372,PPA,539,Hp,5
5528,-0.280299,PPA,539,Hp,6
5529,-0.208617,PPA,539,Hp,7
5530,-0.11258,PPA,539,Hp,8
5531,-0.0211433,PPA,539,Hp,9
5532,-0.0391712,PPA,539,Hp,10
5533,0.0156769,PPA,539,Hp,11
5534,0.0591739,PPA,539,Hp,12
5535,-0.0528956,PPA,539,Hp,13
5536,-0.0581192,PPA,539,Hp,14
5537,0.0207246,PPA,539,Hp,15
5538,0.00910205,PPA,539,Hp,16
5539,0.0446427,PPA,539,Hp,17
5540,0.0418114,PPA,539,Hp,18
5541,0.0440702,PPA,539,Hp,19
5542,0.189479,PPA,539,Hp,20
5543,0.243434,PPA,539,Hp,21
5544,-0.0602955,FFA,540,FH,1
5545,-0.333896,FFA,540,FH,2
5546,0.0204312,FFA,540,FH,3
5547,0.108411,FFA,540,FH,4
5548,0.0644356,FFA,540,FH,5
5549,0.143893,FFA,540,FH,6
5550,0.311509,FFA,540,FH,7
5551,0.290338,FFA,540,FH,8
5552,0.234958,FFA,540,FH,9
5553,0.243311,FFA,540,FH,10
5554,0.222296,FFA,540,FH,11
5555,0.244,FFA,540,FH,12
5556,0.244286,FFA,540,FH,13
5557,0.120141,FFA,540,FH,14
5558,0.0846417,FFA,540,FH,15
5559,0.127718,FFA,540,FH,16
5560,0.203411,FFA,540,FH,17
5561,0.14189,FFA,540,FH,18
5562,0.351693,FFA,540,FH,19
5563,0.264052,FFA,540,FH,20
5564,0.160354,FFA,540,FH,21
5565,0.161838,FFA,540,Fo,1
5566,-0.0992655,FFA,540,Fo,2
5567,0.167758,FFA,540,Fo,3
5568,-0.00586096,FFA,540,Fo,4
5569,0.155809,FFA,540,Fo,5
5570,0.0666084,FFA,540,Fo,6
5571,0.17811,FFA,540,Fo,7
5572,0.387238,FFA,540,Fo,8
5573,0.292617,FFA,540,Fo,9
5574,0.29288,FFA,540,Fo,10
5575,0.112937,FFA,540,Fo,11
5576,-0.128719,FFA,540,Fo,12
5577,-0.16646,FFA,540,Fo,13
5578,-0.314572,FFA,540,Fo,14
5579,-0.352436,FFA,540,Fo,15
5580,-0.231534,FFA,540,Fo,16
5581,-0.0786948,FFA,540,Fo,17
5582,-0.190114,FFA,540,Fo,18
5583,0.102703,FFA,540,Fo,19
5584,0.144257,FFA,540,Fo,20
5585,0.0713851,FFA,540,Fo,21
5586,-0.00479692,FFA,540,Fp,1
5587,0.0716197,FFA,540,Fp,2
5588,0.182692,FFA,540,Fp,3
5589,0.283616,FFA,540,Fp,4
5590,0.218629,FFA,540,Fp,5
5591,0.22378,FFA,540,Fp,6
5592,0.219404,FFA,540,Fp,7
5593,0.07602,FFA,540,Fp,8
5594,-0.0238785,FFA,540,Fp,9
5595,-0.0585039,FFA,540,Fp,10
5596,-0.0440437,FFA,540,Fp,11
5597,0.0422978,FFA,540,Fp,12
5598,0.0791387,FFA,540,Fp,13
5599,0.0895128,FFA,540,Fp,14
5600,0.163302,FFA,540,Fp,15
5601,0.0547498,FFA,540,Fp,16
5602,0.0324572,FFA,540,Fp,17
5603,0.176998,FFA,540,Fp,18
5604,0.262025,FFA,540,Fp,19
5605,0.189133,FFA,540,Fp,20
5606,0.286287,FFA,540,Fp,21
5607,-0.0127088,FFA,540,HF,1
5608,-0.239495,FFA,540,HF,2
5609,0.148169,FFA,540,HF,3
5610,0.0420856,FFA,540,HF,4
5611,0.3133,FFA,540,HF,5
5612,0.0278188,FFA,540,HF,6
5613,-0.00702559,FFA,540,HF,7
5614,-0.110032,FFA,540,HF,8
5615,-0.23169,FFA,540,HF,9
5616,-0.267515,FFA,540,HF,10
5617,-0.35897,FFA,540,HF,11
5618,-0.400246,FFA,540,HF,12
5619,-0.215174,FFA,540,HF,13
5620,-0.0705809,FFA,540,HF,14
5621,-0.123499,FFA,540,HF,15
5622,-0.0703529,FFA,540,HF,16
5623,-0.140539,FFA,540,HF,17
5624,-0.0508537,FFA,540,HF,18
5625,-0.14199,FFA,540,HF,19
5626,-0.10173,FFA,540,HF,20
5627,-0.148396,FFA,540,HF,21
5628,0.0612309,FFA,540,Ho,1
5629,-0.0448107,FFA,540,Ho,2
5630,0.15142,FFA,540,Ho,3
5631,0.154889,FFA,540,Ho,4
5632,0.164737,FFA,540,Ho,5
5633,0.184906,FFA,540,Ho,6
5634,0.210984,FFA,540,Ho,7
5635,0.242903,FFA,540,Ho,8
5636,0.296858,FFA,540,Ho,9
5637,0.240857,FFA,540,Ho,10
5638,0.137768,FFA,540,Ho,11
5639,0.0779281,FFA,540,Ho,12
5640,0.0396335,FFA,540,Ho,13
5641,-0.0678124,FFA,540,Ho,14
5642,-0.21242,FFA,540,Ho,15
5643,-0.0871444,FFA,540,Ho,16
5644,0.0705169,FFA,540,Ho,17
5645,0.150595,FFA,540,Ho,18
5646,0.164438,FFA,540,Ho,19
5647,0.330405,FFA,540,Ho,20
5648,0.16923,FFA,540,Ho,21
5649,-0.328073,FFA,540,Hp,1
5650,-0.0221272,FFA,540,Hp,2
5651,-0.0845257,FFA,540,Hp,3
5652,0.293245,FFA,540,Hp,4
5653,0.0316091,FFA,540,Hp,5
5654,0.0460021,FFA,540,Hp,6
5655,0.384773,FFA,540,Hp,7
5656,0.418215,FFA,540,Hp,8
5657,0.266611,FFA,540,Hp,9
5658,0.376494,FFA,540,Hp,10
5659,0.355154,FFA,540,Hp,11
5660,0.19878,FFA,540,Hp,12
5661,0.137277,FFA,540,Hp,13
5662,0.030736,FFA,540,Hp,14
5663,0.0572669,FFA,540,Hp,15
5664,0.0902315,FFA,540,Hp,16
5665,0.0470605,FFA,540,Hp,17
5666,0.139356,FFA,540,Hp,18
5667,0.221181,FFA,540,Hp,19
5668,0.208964,FFA,540,Hp,20
5669,0.123964,FFA,540,Hp,21
5670,-0.0918784,PPA,540,FH,1
5671,-0.0515612,PPA,540,FH,2
5672,-0.0349689,PPA,540,FH,3
5673,0.0238935,PPA,540,FH,4
5674,0.0735466,PPA,540,FH,5
5675,0.0605791,PPA,540,FH,6
5676,0.0902352,PPA,540,FH,7
5677,0.134479,PPA,540,FH,8
5678,0.100924,PPA,540,FH,9
5679,0.0975587,PPA,540,FH,10
5680,0.150609,PPA,540,FH,11
5681,0.14936,PPA,540,FH,12
5682,0.0619284,PPA,540,FH,13
5683,-0.00335093,PPA,540,FH,14
5684,0.034472,PPA,540,FH,15
5685,0.0774962,PPA,540,FH,16
5686,0.0728863,PPA,540,FH,17
5687,0.0854156,PPA,540,FH,18
5688,0.145006,PPA,540,FH,19
5689,0.119933,PPA,540,FH,20
5690,-0.0660941,PPA,540,FH,21
5691,0.111414,PPA,540,Fo,1
5692,0.0361593,PPA,540,Fo,2
5693,0.0956998,PPA,540,Fo,3
5694,0.0764384,PPA,540,Fo,4
5695,0.0602839,PPA,540,Fo,5
5696,0.0727822,PPA,540,Fo,6
5697,0.0726327,PPA,540,Fo,7
5698,0.00674416,PPA,540,Fo,8
5699,0.017991,PPA,540,Fo,9
5700,0.00933479,PPA,540,Fo,10
5701,-0.0341805,PPA,540,Fo,11
5702,0.020758,PPA,540,Fo,12
5703,0.0857286,PPA,540,Fo,13
5704,0.0813775,PPA,540,Fo,14
5705,0.109421,PPA,540,Fo,15
5706,0.0785084,PPA,540,Fo,16
5707,0.0505275,PPA,540,Fo,17
5708,0.0426641,PPA,540,Fo,18
5709,0.0261534,PPA,540,Fo,19
5710,-0.0375058,PPA,540,Fo,20
5711,-0.115937,PPA,540,Fo,21
5712,-0.0643617,PPA,540,Fp,1
5713,0.027071,PPA,540,Fp,2
5714,0.00252055,PPA,540,Fp,3
5715,-0.00728216,PPA,540,Fp,4
5716,-0.00455546,PPA,540,Fp,5
5717,0.0184959,PPA,540,Fp,6
5718,-0.0501345,PPA,540,Fp,7
5719,0.0201257,PPA,540,Fp,8
5720,0.0729922,PPA,540,Fp,9
5721,0.0309946,PPA,540,Fp,10
5722,0.0552863,PPA,540,Fp,11
5723,0.0719096,PPA,540,Fp,12
5724,0.0526786,PPA,540,Fp,13
5725,0.0907969,PPA,540,Fp,14
5726,0.0506183,PPA,540,Fp,15
5727,-0.000510241,PPA,540,Fp,16
5728,0.0704472,PPA,540,Fp,17
5729,0.181254,PPA,540,Fp,18
5730,-0.133568,PPA,540,Fp,19
5731,-0.10177,PPA,540,Fp,20
5732,-0.0715862,PPA,540,Fp,21
5733,-0.016416,PPA,540,HF,1
5734,-0.00251143,PPA,540,HF,2
5735,0.0402952,PPA,540,HF,3
5736,0.073842,PPA,540,HF,4
5737,0.21507,PPA,540,HF,5
5738,0.17459,PPA,540,HF,6
5739,0.291653,PPA,540,HF,7
5740,0.202966,PPA,540,HF,8
5741,0.17091,PPA,540,HF,9
5742,0.238785,PPA,540,HF,10
5743,0.236583,PPA,540,HF,11
5744,0.208857,PPA,540,HF,12
5745,0.206422,PPA,540,HF,13
5746,0.196038,PPA,540,HF,14
5747,0.196898,PPA,540,HF,15
5748,0.177289,PPA,540,HF,16
5749,0.0886808,PPA,540,HF,17
5750,-0.00406084,PPA,540,HF,18
5751,-0.0239179,PPA,540,HF,19
5752,0.0904567,PPA,540,HF,20
5753,-0.0982269,PPA,540,HF,21
5754,-0.0869591,PPA,540,Ho,1
5755,-0.0103675,PPA,540,Ho,2
5756,-0.0643135,PPA,540,Ho,3
5757,0.240193,PPA,540,Ho,4
5758,0.299367,PPA,540,Ho,5
5759,0.371056,PPA,540,Ho,6
5760,0.297621,PPA,540,Ho,7
5761,0.277814,PPA,540,Ho,8
5762,0.186864,PPA,540,Ho,9
5763,0.163251,PPA,540,Ho,10
5764,0.237623,PPA,540,Ho,11
5765,0.256494,PPA,540,Ho,12
5766,0.276524,PPA,540,Ho,13
5767,0.246534,PPA,540,Ho,14
5768,0.097104,PPA,540,Ho,15
5769,0.150657,PPA,540,Ho,16
5770,0.111064,PPA,540,Ho,17
5771,0.0386921,PPA,540,Ho,18
5772,0.0218358,PPA,540,Ho,19
5773,0.0602441,PPA,540,Ho,20
5774,0.220444,PPA,540,Ho,21
5775,-0.032683,PPA,540,Hp,1
5776,-0.0241351,PPA,540,Hp,2
5777,0.031598,PPA,540,Hp,3
5778,0.00629396,PPA,540,Hp,4
5779,0.0994785,PPA,540,Hp,5
5780,0.0574322,PPA,540,Hp,6
5781,0.0642277,PPA,540,Hp,7
5782,0.137132,PPA,540,Hp,8
5783,-0.0174327,PPA,540,Hp,9
5784,-0.113672,PPA,540,Hp,10
5785,-0.000659536,PPA,540,Hp,11
5786,0.0523272,PPA,540,Hp,12
5787,-0.0356679,PPA,540,Hp,13
5788,-0.115163,PPA,540,Hp,14
5789,-0.0990915,PPA,540,Hp,15
5790,-0.0579839,PPA,540,Hp,16
5791,-0.210274,PPA,540,Hp,17
5792,-0.0961612,PPA,540,Hp,18
5793,-0.0896252,PPA,540,Hp,19
5794,0.0827926,PPA,540,Hp,20
5795,-0.176348,PPA,540,Hp,21
5796,0.264535,FFA,542,FH,1
5797,0.115219,FFA,542,FH,2
5798,0.257121,FFA,542,FH,3
5799,0.171714,FFA,542,FH,4
5800,0.227903,FFA,542,FH,5
5801,0.206137,FFA,542,FH,6
5802,0.21357,FFA,542,FH,7
5803,0.207037,FFA,542,FH,8
5804,0.190449,FFA,542,FH,9
5805,0.258991,FFA,542,FH,10
5806,0.421053,FFA,542,FH,11
5807,0.530684,FFA,542,FH,12
5808,0.416769,FFA,542,FH,13
5809,0.421327,FFA,542,FH,14
5810,0.610313,FFA,542,FH,15
5811,0.197607,FFA,542,FH,16
5812,0.0521475,FFA,542,FH,17
5813,-0.112601,FFA,542,FH,18
5814,0.278346,FFA,542,FH,19
5815,0.100648,FFA,542,FH,20
5816,0.180316,FFA,542,FH,21
5817,-0.0878812,FFA,542,Fo,1
5818,-0.448851,FFA,542,Fo,2
5819,-0.0984591,FFA,542,Fo,3
5820,-0.0891504,FFA,542,Fo,4
5821,-0.0866102,FFA,542,Fo,5
5822,0.101438,FFA,542,Fo,6
5823,0.179038,FFA,542,Fo,7
5824,0.299465,FFA,542,Fo,8
5825,0.422151,FFA,542,Fo,9
5826,0.376621,FFA,542,Fo,10
5827,0.225262,FFA,542,Fo,11
5828,0.163698,FFA,542,Fo,12
5829,0.206511,FFA,542,Fo,13
5830,0.280949,FFA,542,Fo,14
5831,0.359251,FFA,542,Fo,15
5832,0.318109,FFA,542,Fo,16
5833,0.205758,FFA,542,Fo,17
5834,0.0733073,FFA,542,Fo,18
5835,-0.0634957,FFA,542,Fo,19
5836,-0.0896271,FFA,542,Fo,20
5837,0.0307118,FFA,542,Fo,21
5838,0.150573,FFA,542,Fp,1
5839,-0.0131494,FFA,542,Fp,2
5840,0.0134677,FFA,542,Fp,3
5841,0.0591543,FFA,542,Fp,4
5842,0.127274,FFA,542,Fp,5
5843,0.263596,FFA,542,Fp,6
5844,-0.0566758,FFA,542,Fp,7
5845,-0.027521,FFA,542,Fp,8
5846,0.0119342,FFA,542,Fp,9
5847,-0.139675,FFA,542,Fp,10
5848,-0.210388,FFA,542,Fp,11
5849,-0.154643,FFA,542,Fp,12
5850,-0.101991,FFA,542,Fp,13
5851,-0.0454873,FFA,542,Fp,14
5852,0.0169827,FFA,542,Fp,15
5853,-0.0420612,FFA,542,Fp,16
5854,-0.0994787,FFA,542,Fp,17
5855,-0.0326519,FFA,542,Fp,18
5856,-0.035917,FFA,542,Fp,19
5857,0.286442,FFA,542,Fp,20
5858,0.100977,FFA,542,Fp,21
5859,-0.25623,FFA,542,HF,1
5860,-0.183801,FFA,542,HF,2
5861,-0.216069,FFA,542,HF,3
5862,-0.0667413,FFA,542,HF,4
5863,-0.0800303,FFA,542,HF,5
5864,-0.0555744,FFA,542,HF,6
5865,-0.0184558,FFA,542,HF,7
5866,0.000200793,FFA,542,HF,8
5867,-0.0434566,FFA,542,HF,9
5868,0.0170044,FFA,542,HF,10
5869,0.0731995,FFA,542,HF,11
5870,0.146381,FFA,542,HF,12
5871,0.131109,FFA,542,HF,13
5872,-0.00388452,FFA,542,HF,14
5873,0.0384004,FFA,542,HF,15
5874,-0.011299,FFA,542,HF,16
5875,0.212167,FFA,542,HF,17
5876,-0.104223,FFA,542,HF,18
5877,-0.115262,FFA,542,HF,19
5878,-0.308211,FFA,542,HF,20
5879,-0.515073,FFA,542,HF,21
5880,-0.130192,FFA,542,Ho,1
5881,-0.402242,FFA,542,Ho,2
5882,-0.310847,FFA,542,Ho,3
5883,-0.111121,FFA,542,Ho,4
5884,-0.0232894,FFA,542,Ho,5
5885,-0.0255257,FFA,542,Ho,6
5886,-0.0597958,FFA,542,Ho,7
5887,0.0850274,FFA,542,Ho,8
5888,0.116692,FFA,542,Ho,9
5889,0.20757,FFA,542,Ho,10
5890,0.148898,FFA,542,Ho,11
5891,0.151008,FFA,542,Ho,12
5892,0.191235,FFA,542,Ho,13
5893,0.0412742,FFA,542,Ho,14
5894,0.28471,FFA,542,Ho,15
5895,0.390692,FFA,542,Ho,16
5896,0.187884,FFA,542,Ho,17
5897,0.252318,FFA,542,Ho,18
5898,0.423928,FFA,542,Ho,19
5899,0.201757,FFA,542,Ho,20
5900,0.472448,FFA,542,Ho,21
5901,0.0791094,FFA,542,Hp,1
5902,0.0333325,FFA,542,Hp,2
5903,0.102133,FFA,542,Hp,3
5904,0.0850588,FFA,542,Hp,4
5905,0.19191,FFA,542,Hp,5
5906,0.166859,FFA,542,Hp,6
5907,0.225616,FFA,542,Hp,7
5908,0.213541,FFA,542,Hp,8
5909,0.256845,FFA,542,Hp,9
5910,0.102595,FFA,542,Hp,10
5911,-0.0381676,FFA,542,Hp,11
5912,0.0737054,FFA,542,Hp,12
5913,0.171171,FFA,542,Hp,13
5914,0.261981,FFA,542,Hp,14
5915,0.405608,FFA,542,Hp,15
5916,0.258719,FFA,542,Hp,16
5917,0.267984,FFA,542,Hp,17
5918,0.379606,FFA,542,Hp,18
5919,0.140577,FFA,542,Hp,19
5920,0.177848,FFA,542,Hp,20
5921,-0.135441,FFA,542,Hp,21
5922,0.130623,PPA,542,FH,1
5923,0.0797511,PPA,542,FH,2
5924,-0.162531,PPA,542,FH,3
5925,-0.21687,PPA,542,FH,4
5926,-0.217769,PPA,542,FH,5
5927,-0.18831,PPA,542,FH,6
5928,-0.146223,PPA,542,FH,7
5929,-0.132834,PPA,542,FH,8
5930,-0.181889,PPA,542,FH,9
5931,-0.125141,PPA,542,FH,10
5932,-0.171414,PPA,542,FH,11
5933,-0.286559,PPA,542,FH,12
5934,-0.335205,PPA,542,FH,13
5935,-0.294423,PPA,542,FH,14
5936,-0.0621486,PPA,542,FH,15
5937,-0.0242619,PPA,542,FH,16
5938,0.0165907,PPA,542,FH,17
5939,-0.028812,PPA,542,FH,18
5940,0.252597,PPA,542,FH,19
5941,0.0957718,PPA,542,FH,20
5942,-0.173225,PPA,542,FH,21
5943,-0.0904907,PPA,542,Fo,1
5944,-0.0606336,PPA,542,Fo,2
5945,-0.0735604,PPA,542,Fo,3
5946,0.000859721,PPA,542,Fo,4
5947,-0.140151,PPA,542,Fo,5
5948,-0.224604,PPA,542,Fo,6
5949,-0.292507,PPA,542,Fo,7
5950,-0.336526,PPA,542,Fo,8
5951,-0.366092,PPA,542,Fo,9
5952,-0.299515,PPA,542,Fo,10
5953,-0.271547,PPA,542,Fo,11
5954,-0.282685,PPA,542,Fo,12
5955,-0.318773,PPA,542,Fo,13
5956,-0.380896,PPA,542,Fo,14
5957,-0.31223,PPA,542,Fo,15
5958,-0.263195,PPA,542,Fo,16
5959,-0.103669,PPA,542,Fo,17
5960,-0.089565,PPA,542,Fo,18
5961,0.049946,PPA,542,Fo,19
5962,-0.086685,PPA,542,Fo,20
5963,0.0518302,PPA,542,Fo,21
5964,0.0837857,PPA,542,Fp,1
5965,-0.0713145,PPA,542,Fp,2
5966,-0.00329291,PPA,542,Fp,3
5967,0.00194621,PPA,542,Fp,4
5968,-0.0589771,PPA,542,Fp,5
5969,-0.0834359,PPA,542,Fp,6
5970,-0.0569915,PPA,542,Fp,7
5971,-0.164999,PPA,542,Fp,8
5972,-0.267044,PPA,542,Fp,9
5973,-0.181913,PPA,542,Fp,10
5974,-0.085871,PPA,542,Fp,11
5975,-0.0415121,PPA,542,Fp,12
5976,-0.042967,PPA,542,Fp,13
5977,-0.0888878,PPA,542,Fp,14
5978,-0.012195,PPA,542,Fp,15
5979,0.0387788,PPA,542,Fp,16
5980,0.0113546,PPA,542,Fp,17
5981,0.0500243,PPA,542,Fp,18
5982,-0.0503119,PPA,542,Fp,19
5983,0.139411,PPA,542,Fp,20
5984,0.220045,PPA,542,Fp,21
5985,-0.15241,PPA,542,HF,1
5986,-0.0566976,PPA,542,HF,2
5987,-0.0736716,PPA,542,HF,3
5988,-0.0541238,PPA,542,HF,4
5989,0.00645406,PPA,542,HF,5
5990,-0.00290563,PPA,542,HF,6
5991,-0.0180448,PPA,542,HF,7
5992,-0.100155,PPA,542,HF,8
5993,-0.105353,PPA,542,HF,9
5994,-0.056952,PPA,542,HF,10
5995,-0.00114196,PPA,542,HF,11
5996,0.0268098,PPA,542,HF,12
5997,-0.0129524,PPA,542,HF,13
5998,-0.0692284,PPA,542,HF,14
5999,-0.03293,PPA,542,HF,15
6000,0.0956971,PPA,542,HF,16
6001,0.0783092,PPA,542,HF,17
6002,0.123645,PPA,542,HF,18
6003,0.0877698,PPA,542,HF,19
6004,-0.00488621,PPA,542,HF,20
6005,-0.135197,PPA,542,HF,21
6006,0.0308015,PPA,542,Ho,1
6007,0.117229,PPA,542,Ho,2
6008,-0.110798,PPA,542,Ho,3
6009,-0.158438,PPA,542,Ho,4
6010,0.0191227,PPA,542,Ho,5
6011,-0.0667399,PPA,542,Ho,6
6012,-0.0167764,PPA,542,Ho,7
6013,-0.0455794,PPA,542,Ho,8
6014,-0.141319,PPA,542,Ho,9
6015,-0.0806768,PPA,542,Ho,10
6016,-0.0494497,PPA,542,Ho,11
6017,-0.104602,PPA,542,Ho,12
6018,-0.120552,PPA,542,Ho,13
6019,-0.104779,PPA,542,Ho,14
6020,0.0365562,PPA,542,Ho,15
6021,0.199076,PPA,542,Ho,16
6022,0.0333797,PPA,542,Ho,17
6023,-0.157847,PPA,542,Ho,18
6024,0.21591,PPA,542,Ho,19
6025,-0.0707744,PPA,542,Ho,20
6026,-0.122558,PPA,542,Ho,21
6027,0.0626932,PPA,542,Hp,1
6028,0.078502,PPA,542,Hp,2
6029,-0.111896,PPA,542,Hp,3
6030,-0.0301284,PPA,542,Hp,4
6031,0.042422,PPA,542,Hp,5
6032,0.0192368,PPA,542,Hp,6
6033,0.0127556,PPA,542,Hp,7
6034,-0.0926741,PPA,542,Hp,8
6035,-0.096506,PPA,542,Hp,9
6036,-0.0808503,PPA,542,Hp,10
6037,-0.0594689,PPA,542,Hp,11
6038,-0.0199672,PPA,542,Hp,12
6039,0.0102248,PPA,542,Hp,13
6040,0.110526,PPA,542,Hp,14
6041,0.118141,PPA,542,Hp,15
6042,-0.0809178,PPA,542,Hp,16
6043,0.0137192,PPA,542,Hp,17
6044,0.0153984,PPA,542,Hp,18
6045,0.0609501,PPA,542,Hp,19
6046,0.0411965,PPA,542,Hp,20
6047,-0.00973778,PPA,542,Hp,21
6048,0.075224,FFA,546,FH,1
6049,-0.0871011,FFA,546,FH,2
6050,-0.106144,FFA,546,FH,3
6051,-0.157091,FFA,546,FH,4
6052,-0.0203636,FFA,546,FH,5
6053,0.00432524,FFA,546,FH,6
6054,0.193345,FFA,546,FH,7
6055,0.123353,FFA,546,FH,8
6056,0.126715,FFA,546,FH,9
6057,0.0885838,FFA,546,FH,10
6058,0.0362794,FFA,546,FH,11
6059,0.0680721,FFA,546,FH,12
6060,0.0798787,FFA,546,FH,13
6061,0.0994695,FFA,546,FH,14
6062,0.148932,FFA,546,FH,15
6063,0.170793,FFA,546,FH,16
6064,0.0312966,FFA,546,FH,17
6065,-0.0943524,FFA,546,FH,18
6066,-0.0880113,FFA,546,FH,19
6067,-0.0702164,FFA,546,FH,20
6068,0.0122676,FFA,546,FH,21
6069,0.00930187,FFA,546,Fo,1
6070,-0.0454411,FFA,546,Fo,2
6071,-0.0916054,FFA,546,Fo,3
6072,-0.0569105,FFA,546,Fo,4
6073,-0.0405661,FFA,546,Fo,5
6074,-0.00405439,FFA,546,Fo,6
6075,0.15142,FFA,546,Fo,7
6076,0.11395,FFA,546,Fo,8
6077,0.0275891,FFA,546,Fo,9
6078,-0.0364448,FFA,546,Fo,10
6079,-0.0614066,FFA,546,Fo,11
6080,-0.0357196,FFA,546,Fo,12
6081,-0.0311992,FFA,546,Fo,13
6082,0.020877,FFA,546,Fo,14
6083,0.11475,FFA,546,Fo,15
6084,0.0151387,FFA,546,Fo,16
6085,-0.00596183,FFA,546,Fo,17
6086,-0.158023,FFA,546,Fo,18
6087,-0.0998288,FFA,546,Fo,19
6088,-0.0972952,FFA,546,Fo,20
6089,0.11812,FFA,546,Fo,21
6090,-0.0268839,FFA,546,Fp,1
6091,-0.114632,FFA,546,Fp,2
6092,0.0358577,FFA,546,Fp,3
6093,-0.0682683,FFA,546,Fp,4
6094,0.092031,FFA,546,Fp,5
6095,0.0988737,FFA,546,Fp,6
6096,0.150067,FFA,546,Fp,7
6097,0.0633198,FFA,546,Fp,8
6098,0.0840861,FFA,546,Fp,9
6099,0.0933251,FFA,546,Fp,10
6100,0.15197,FFA,546,Fp,11
6101,0.133679,FFA,546,Fp,12
6102,0.0620504,FFA,546,Fp,13
6103,0.137112,FFA,546,Fp,14
6104,0.108385,FFA,546,Fp,15
6105,0.14192,FFA,546,Fp,16
6106,0.0895972,FFA,546,Fp,17
6107,0.0573153,FFA,546,Fp,18
6108,-0.028888,FFA,546,Fp,19
6109,0.077284,FFA,546,Fp,20
6110,-0.0300408,FFA,546,Fp,21
6111,0.186046,FFA,546,HF,1
6112,-0.0568156,FFA,546,HF,2
6113,0.0312924,FFA,546,HF,3
6114,-0.0187602,FFA,546,HF,4
6115,0.0825138,FFA,546,HF,5
6116,0.0863773,FFA,546,HF,6
6117,0.158224,FFA,546,HF,7
6118,0.101814,FFA,546,HF,8
6119,0.0777077,FFA,546,HF,9
6120,0.059875,FFA,546,HF,10
6121,0.035049,FFA,546,HF,11
6122,0.0180238,FFA,546,HF,12
6123,0.0384916,FFA,546,HF,13
6124,0.0931766,FFA,546,HF,14
6125,0.0585035,FFA,546,HF,15
6126,0.020752,FFA,546,HF,16
6127,-0.0542504,FFA,546,HF,17
6128,-0.189701,FFA,546,HF,18
