,Time,Subject,Condition,MotorMapping,Run,FFA,PPA,RH,LH
6305,84,508,HF,1,2,0.505412,0.575741,0.941866,0.16043
6306,85,508,HF,1,2,0.1724,0.874209,0.912058,0.289349
6307,86,508,HF,1,2,0.699765,0.523124,-0.328457,0.0910877
6308,87,508,HF,1,2,-0.0411747,0.022452,-0.248428,0.124181
6309,88,508,HF,1,2,-0.00116233,-0.0465298,-0.542022,0.181575
6310,89,508,HF,1,2,-0.118398,-0.160949,-0.461953,0.121872
6311,90,508,HF,1,2,-0.231905,-0.0756529,-0.129607,-0.00753862
6312,91,508,HF,1,2,0.104438,0.0894952,-0.326624,-0.165225
6313,92,508,HF,1,2,-0.567357,0.0197991,-0.224245,-0.127899
6314,93,508,HF,1,2,-0.251499,-0.256301,-0.256338,0.240163
6315,94,508,HF,1,2,0.340369,-0.311331,-0.0660108,0.285844
6316,95,508,HF,1,2,-0.157305,-0.311639,0.174803,0.130629
6317,96,508,HF,1,2,-0.161088,0.366531,-0.0684312,-0.195689
6318,97,508,HF,1,2,0.356014,0.0674,0.0208409,-0.111614
6319,98,508,HF,1,2,0.677372,0.599044,0.41773,-0.167891
6320,99,508,HF,1,2,-0.198194,-0.323646,0.355117,-0.154503
6321,100,508,HF,1,2,0.0330719,-0.138306,0.660434,0.136205
6322,101,508,HF,1,2,0.224843,0.0658427,0.236045,-0.221489
6323,102,508,HF,1,2,-0.513634,-0.224831,0.0443937,-0.147592
6324,1,508,HF,2,1,-0.253641,-0.170411,0.360746,0.333313
6325,2,508,HF,2,1,-0.484383,-0.261878,-0.336512,-0.147035
6326,3,508,HF,2,1,0.292374,-0.690977,-0.153735,-0.123195
6327,4,508,HF,2,1,-0.300597,-0.4014,0.163823,0.175447
6328,5,508,HF,2,1,-0.216886,0.505724,0.184374,0.00435756
6329,6,508,HF,2,1,-0.0704209,-0.249698,0.167618,0.0748182
6330,7,508,HF,2,1,-0.631282,0.0238105,0.527886,0.146281
6331,8,508,HF,2,1,-0.167483,-0.238829,0.780146,0.00394923
6332,9,508,HF,2,1,-0.0606318,-0.107898,0.309087,-0.0894632
6333,10,508,HF,2,1,0.554506,-0.685412,0.133807,-0.272841
6334,11,508,HF,2,1,-0.0901245,-0.860995,0.00716498,-0.029256
6335,12,508,HF,2,1,0.286621,0.531809,0.867903,0.15757
6336,13,508,HF,2,1,0.047637,-0.151058,0.891983,0.0202647
6337,14,508,HF,2,1,0.101864,0.296247,-0.129783,-0.299985
6338,15,508,HF,2,1,-0.316208,0.0708033,0.318949,0.103995
6339,16,508,HF,2,1,0.385485,0.653997,-0.310522,-0.012939
6340,17,508,HF,2,1,0.0127767,0.160471,-0.469825,-0.0962922
6341,18,508,HF,2,1,0.357396,-0.00264477,-0.241816,-0.123807
6342,19,508,HF,2,1,0.223058,0.489449,-0.950817,-0.119895
6343,20,508,HF,2,1,-0.555636,-0.0803369,-0.882409,-0.272953
6344,21,508,HF,2,1,-0.0554048,0.0176441,-0.807055,-0.405465
6345,22,508,HF,2,1,0.204214,0.793689,-0.506726,-0.0861398
6346,23,508,HF,2,1,-0.288722,0.544898,0.279597,0.125981
6347,24,508,HF,2,1,0.240997,0.149057,-0.0206312,0.0424484
6348,25,508,HF,2,1,0.435038,0.628629,-0.348228,0.371018
6349,26,508,HF,2,1,-0.128977,-0.0218692,-0.170217,0.32674
6350,27,508,HF,2,1,-0.166288,-0.114434,-0.326098,-0.335417
6351,28,508,HF,2,1,0.17662,-0.0428649,-0.156419,0.216331
6352,29,508,HF,2,1,-0.368905,-0.447137,-0.0217008,0.37829
6353,30,508,HF,2,1,0.241559,0.764719,-0.675368,-0.238238
6354,31,508,HF,2,1,0.208295,-0.414878,-0.196137,0.073714
6355,32,508,HF,2,1,-0.580169,-0.157671,-0.127919,0.0540826
6356,33,508,HF,2,1,0.423527,0.095435,-0.0609801,-0.0447455
6357,34,508,HF,2,1,0.132658,-0.27382,-0.0644891,0.287863
6358,35,508,HF,2,1,0.623717,1.55255,-0.216519,0.0815884
6359,36,508,HF,2,1,0.519205,0.296787,0.411236,0.0982987
6360,37,508,HF,2,1,0.559821,0.317709,-0.21098,-0.35463
6361,38,508,HF,2,1,0.642936,-0.494322,-0.236885,-0.0359048
6362,39,508,HF,2,1,0.226743,-0.542909,-0.084305,0.19059
6363,40,508,HF,2,1,0.0187186,0.661458,0.476808,-0.0122787
6364,41,508,HF,2,1,-0.312224,-0.224871,0.497598,0.0307779
6365,42,508,HF,2,1,0.111596,0.380443,-0.215462,-0.190568
6366,43,508,HF,2,1,-0.139597,-0.114858,0.340998,-0.173478
6367,44,508,HF,2,1,0.732371,0.211943,-0.56591,-0.188413
6368,45,508,HF,2,1,-0.0683876,-0.354578,-0.83566,0.0583561
6369,46,508,HF,2,1,-0.34723,0.0983399,0.273443,0.0129763
6370,47,508,HF,2,1,0.352385,-0.238772,0.0133275,0.182384
6371,48,508,HF,2,1,-0.112114,0.834301,0.15421,0.145963
6372,49,508,HF,2,1,0.142418,-0.276524,0.320821,0.233015
6373,50,508,HF,2,1,-0.239579,-0.0723923,0.108365,-0.26683
6374,51,508,HF,2,1,0.175534,-0.23093,0.402718,0.161519
6375,52,508,HF,2,1,-0.0248718,-0.356589,0.495664,0.509588
6376,53,508,HF,2,1,0.121349,-0.232602,-0.306028,-0.145644
6377,54,508,HF,2,1,-0.140812,-0.331087,-0.394747,-0.0132402
6378,55,508,HF,2,1,-0.482177,-0.451713,-0.579391,0.0583759
6379,56,508,HF,2,1,-0.380907,0.278678,-0.275241,-0.185087
6380,57,508,HF,2,1,0.0938157,-0.145829,-0.543551,-0.331214
6381,58,508,HF,2,1,-0.0574183,-0.188493,-0.351113,-0.0862422
6382,59,508,HF,2,1,0.0395749,0.327224,0.166682,-0.211722
6383,60,508,HF,2,1,0.0481481,0.562442,0.309074,-0.0951915
6384,61,508,HF,2,1,0.472553,0.337264,-0.34244,-0.0378861
6385,62,508,HF,2,1,-0.728766,-0.785027,0.402507,0.111782
6386,63,508,HF,2,1,-0.141886,0.339645,0.730798,-0.0449328
6387,64,508,HF,2,1,0.184828,-0.313781,0.900528,0.0400169
6388,65,508,HF,2,1,-0.586591,-0.0355181,0.74125,0.0468536
6389,66,508,HF,2,1,0.407195,-0.918831,0.503809,0.181749
6390,67,508,HF,2,1,-0.0815214,-1.09887,0.0313758,0.152511
6391,68,508,HF,2,1,-0.158496,0.182657,0.142446,-0.192091
6392,69,508,HF,2,1,-0.0541114,0.0281335,0.515764,0.0130913
6393,70,508,HF,2,1,-0.604681,-0.338452,0.047042,0.452815
6394,71,508,HF,2,1,-0.617997,0.514291,1.18401,-0.122054
6395,72,508,HF,2,1,-0.251823,-0.114704,-0.113017,-0.304915
6396,73,508,HF,2,1,-0.113919,0.235886,-0.175437,-0.0517706
6397,74,508,HF,2,1,-0.491855,-0.0987037,0.0243065,0.108767
6398,75,508,HF,2,1,0.240806,0.426153,-0.597404,-0.111487
6399,76,508,HF,2,1,-0.263765,-0.444111,-0.451794,0.0629263
6400,77,508,HF,2,1,-0.383845,-0.00408745,-0.41902,0.195832
6401,78,508,HF,2,1,0.0632218,0.298674,-0.766597,-0.0281193
6402,79,508,HF,2,1,-0.879729,-0.139246,-0.167118,0.0290319
6403,80,508,HF,2,1,-0.337199,-0.440707,0.377621,0.143224
6404,81,508,HF,2,1,-0.15781,-0.62345,0.170607,0.00823834
6405,82,508,HF,2,1,0.282045,0.567244,0.404267,0.139562
6406,83,508,HF,2,1,-0.0744362,-0.228908,0.970546,0.567871
6407,84,508,HF,2,1,0.278756,-0.0547706,0.34538,-0.198341
6408,85,508,HF,2,1,0.342929,-0.113478,0.566415,-0.00380726
6409,86,508,HF,2,1,0.144998,-0.326174,-0.217198,0.289061
6410,87,508,HF,2,1,0.410018,0.642887,0.0361771,-0.315918
6411,88,508,HF,2,1,0.0556751,-0.0198325,-0.114912,-0.037301
6412,89,508,HF,2,1,0.322361,0.370032,-0.450894,-0.243138
6413,90,508,HF,2,1,-0.1897,-0.233453,-0.205896,-0.244358
6414,91,508,HF,2,1,0.722016,0.237065,-0.354106,-0.360328
6415,92,508,HF,2,1,-0.0542472,-0.596209,-0.0169771,-0.318382
6416,93,508,HF,2,1,0.172003,0.801982,0.2505,-0.33585
6417,94,508,HF,2,1,0.272768,0.206546,0.225483,-0.14863
6418,95,508,HF,2,1,-0.425397,-0.38824,-0.460479,-0.142005
6419,96,508,HF,2,1,0.139121,-0.972805,0.383867,0.194284
6420,97,508,HF,2,1,-0.0862338,-0.574991,0.0854396,0.21914
6421,98,508,HF,2,1,0.452649,0.341217,-0.694115,-0.247802
6422,99,508,HF,2,1,0.0715557,0.0958134,-0.408197,0.131516
6423,100,508,HF,2,1,-0.182598,0.660899,0.450194,0.544348
6424,101,508,HF,2,1,0.502336,0.37084,-0.236229,0.192382
6425,102,508,HF,2,1,-0.363112,0.589545,-0.489349,-0.00767197
6426,1,508,HF,2,2,-0.841886,-0.793597,-1.02938,0.00528809
6427,2,508,HF,2,2,-0.319558,-0.866149,-0.94084,-0.0601324
6428,3,508,HF,2,2,-0.112912,-0.595291,-0.338025,0.0307511
6429,4,508,HF,2,2,0.296778,0.413004,0.107094,-0.443529
6430,5,508,HF,2,2,0.678922,-0.115649,0.636316,-0.59708
6431,6,508,HF,2,2,0.281629,0.364469,0.180181,-0.16172
6432,7,508,HF,2,2,0.238537,0.221288,-0.562297,0.132648
6433,8,508,HF,2,2,0.0594346,-0.0102999,-0.263316,-0.155399
6434,9,508,HF,2,2,-0.379629,0.184046,1.22183,0.266277
6435,10,508,HF,2,2,-0.210829,-0.262235,1.09329,0.0961438
6436,11,508,HF,2,2,-0.247892,0.179837,1.43543,0.540402
6437,12,508,HF,2,2,0.00890818,0.229449,0.841413,0.104373
6438,13,508,HF,2,2,-0.0812224,-0.391155,0.00723003,-0.06852
6439,14,508,HF,2,2,-0.362073,0.173088,0.292753,0.0929889
6440,15,508,HF,2,2,-0.0800917,0.317141,0.130808,0.0731383
6441,16,508,HF,2,2,0.336626,-0.130671,-0.518934,-0.108948
6442,17,508,HF,2,2,-0.168258,-0.339101,-0.339073,-0.0151329
6443,18,508,HF,2,2,-0.0860913,-0.0673622,-0.16968,-0.302489
6444,19,508,HF,2,2,0.312922,0.191165,-0.0608366,-0.409307
6445,20,508,HF,2,2,0.516844,0.08834,-0.276953,-0.0590235
6446,21,508,HF,2,2,0.0977796,0.470177,-0.322844,0.0866394
6447,22,508,HF,2,2,0.18708,-0.0532052,-0.464371,0.380065
6448,23,508,HF,2,2,0.412611,0.605722,0.209693,0.0999101
6449,24,508,HF,2,2,0.218982,0.619289,-0.246568,-0.3121
6450,25,508,HF,2,2,0.696045,0.78609,-0.329227,-0.0682527
6451,26,508,HF,2,2,0.768836,0.366095,-0.402578,0.158284
6452,27,508,HF,2,2,0.354326,0.170825,-0.00417605,0.270528
6453,28,508,HF,2,2,0.155073,0.177944,0.166771,0.281481
6454,29,508,HF,2,2,0.0288384,-0.318471,-0.607921,-0.222671
6455,30,508,HF,2,2,-0.0652607,0.0491797,-0.0191456,0.410935
6456,31,508,HF,2,2,0.364174,-0.10056,-0.748339,0.334102
6457,32,508,HF,2,2,0.333763,0.377551,-1.12407,-0.236324
6458,33,508,HF,2,2,-0.343531,0.435833,-0.396737,0.272831
6459,34,508,HF,2,2,0.0842664,0.236194,0.240501,0.0905929
6460,35,508,HF,2,2,0.397812,-0.0374934,0.436187,-0.50673
6461,36,508,HF,2,2,-0.743187,-0.386415,0.705717,0.235502
6462,37,508,HF,2,2,-1.41909,-0.486699,1.45674,0.898019
6463,38,508,HF,2,2,-0.806696,0.292221,1.00591,0.353062
6464,39,508,HF,2,2,-1.15321,-0.310783,-0.809171,-0.0358315
6465,40,508,HF,2,2,-0.242179,0.401478,-0.480553,-0.0935222
6466,41,508,HF,2,2,0.399927,-0.0626448,-0.106995,0.107643
6467,42,508,HF,2,2,-0.508728,-0.925508,-0.373854,-0.00602122
6468,43,508,HF,2,2,0.0153539,0.0508945,0.685413,0.314137
6469,44,508,HF,2,2,0.165361,-0.135749,1.1874,0.105491
6470,45,508,HF,2,2,-0.372096,-0.330424,0.577915,-0.439749
6471,46,508,HF,2,2,0.113201,-0.32557,0.89681,-0.193516
6472,47,508,HF,2,2,-0.0796948,-0.232989,0.549585,0.118695
6473,48,508,HF,2,2,0.0532123,-0.100833,-0.829933,-0.0963283
6474,49,508,HF,2,2,-0.229777,0.0735227,-0.986995,-0.299437
6475,50,508,HF,2,2,0.107536,0.779414,-1.21823,0.0542006
6476,51,508,HF,2,2,0.24697,0.293317,-0.448291,0.267482
6477,52,508,HF,2,2,0.449923,0.24527,-0.172819,0.0222135
6478,53,508,HF,2,2,0.146457,0.17121,-0.616698,-0.2416
6479,54,508,HF,2,2,-0.039855,0.336353,0.309904,0.0250008
6480,55,508,HF,2,2,0.340717,0.389815,-0.143591,0.0223549
6481,56,508,HF,2,2,0.168973,0.162475,-0.555765,-0.321856
6482,57,508,HF,2,2,-0.717511,-0.14721,1.11235,0.331707
6483,58,508,HF,2,2,-0.562482,-0.262942,0.55936,0.365853
6484,59,508,HF,2,2,-0.574257,-1.30306,1.35565,0.185953
6485,60,508,HF,2,2,0.107174,-0.929978,1.33531,0.0650301
6486,61,508,HF,2,2,-0.557695,-1.00629,1.007,-0.240403
6487,62,508,HF,2,2,-0.109062,-0.000468928,0.257581,-0.33697
6488,63,508,HF,2,2,0.460419,-0.295055,-1.01298,-0.416128
6489,64,508,HF,2,2,-0.42815,-0.206484,-0.857241,-0.127865
6490,65,508,HF,2,2,-0.0704,0.973255,-0.708842,-0.548395
6491,66,508,HF,2,2,0.217023,0.303517,-0.18911,-0.228245
6492,67,508,HF,2,2,0.300398,0.174692,-0.362426,-0.260222
6493,68,508,HF,2,2,0.300452,0.0927214,-0.703139,-0.387225
6494,69,508,HF,2,2,0.633342,0.235913,-0.877682,-0.184385
6495,70,508,HF,2,2,0.0279762,0.0614544,-0.771863,-0.182284
6496,71,508,HF,2,2,0.499774,0.173378,-0.105939,-0.413013
6497,72,508,HF,2,2,0.507518,0.262783,-1.13992,0.0369171
6498,73,508,HF,2,2,0.24155,0.0998896,-1.13796,0.153486
6499,74,508,HF,2,2,0.110252,0.0720882,-0.757779,0.00823891
6500,75,508,HF,2,2,0.0645241,0.025581,0.260532,0.257539
6501,76,508,HF,2,2,-0.31297,-0.297992,1.15167,0.214785
6502,77,508,HF,2,2,-0.42953,-1.0067,1.43251,-0.134617
6503,78,508,HF,2,2,-0.0793863,-1.17708,1.05582,-0.00501698
6504,79,508,HF,2,2,-0.358618,-0.711101,0.648921,0.260431
6505,80,508,HF,2,2,-0.0030045,0.143692,-0.719801,-0.238691
6506,81,508,HF,2,2,-0.0464858,-0.0911022,-1.28238,-0.392897
6507,82,508,HF,2,2,0.399722,-0.0153692,-0.738041,0.245708
6508,83,508,HF,2,2,0.0713556,-1.14397e-05,-0.491017,0.243613
6509,84,508,HF,2,2,0.256632,0.66421,-0.107272,0.0670215
6510,85,508,HF,2,2,0.178191,-0.239888,0.217764,0.169724
6511,86,508,HF,2,2,0.0498817,0.114395,0.932503,0.421613
6512,87,508,HF,2,2,0.136074,0.490967,0.799338,-0.268303
6513,88,508,HF,2,2,-0.161104,0.18542,1.31986,0.0599029
6514,89,508,HF,2,2,0.0998923,-0.211409,0.605104,0.109334
6515,90,508,HF,2,2,0.0437193,0.57123,0.902931,0.258096
6516,91,508,HF,2,2,0.667945,0.483213,0.456136,0.0753257
6517,92,508,HF,2,2,0.282856,0.194317,0.132098,-0.0304775
6518,93,508,HF,2,2,-0.147461,0.364781,-0.111622,-0.00603524
6519,94,508,HF,2,2,-0.141688,0.181408,0.121576,0.150323
6520,95,508,HF,2,2,-0.498043,-0.362851,-0.0289596,0.280805
6521,96,508,HF,2,2,-0.00179552,0.325835,0.103228,-0.0375491
6522,97,508,HF,2,2,0.553028,0.116236,-0.0505443,-0.068458
6523,98,508,HF,2,2,-0.327078,-0.124012,-0.299285,0.0259467
6524,99,508,HF,2,2,-0.0218288,-0.00136436,-0.562248,-0.289013
6525,100,508,HF,2,2,-0.136397,-0.0715392,-0.691413,0.0348003
6526,101,508,HF,2,2,-0.401744,-0.275922,-0.265661,-0.100753
6527,102,508,HF,2,2,-0.26708,-0.0469953,-0.260803,0.0788342
6528,1,508,Ho,1,1,-0.445734,0.140276,-0.0548317,-0.24046
6529,2,508,Ho,1,1,0.0454616,-0.421689,0.337501,-0.0864514
6530,3,508,Ho,1,1,-0.266333,-0.0842001,0.230433,0.160704
6531,4,508,Ho,1,1,0.132028,0.456666,-0.192261,-0.101348
6532,5,508,Ho,1,1,0.0056864,-0.173819,0.052781,-0.0276584
6533,6,508,Ho,1,1,-0.0140247,-0.207275,-0.513933,-0.139545
6534,7,508,Ho,1,1,0.25707,-0.0650285,-0.262945,0.136076
6535,8,508,Ho,1,1,0.224049,-0.182629,0.272943,0.328106
6536,9,508,Ho,1,1,0.225781,0.383051,0.146671,-0.0977893
6537,10,508,Ho,1,1,0.33292,0.268056,0.110204,0.195753
6538,11,508,Ho,1,1,0.149646,0.0896955,-0.0109854,-0.147812
6539,12,508,Ho,1,1,0.500713,0.232643,-0.490642,-0.205607
6540,13,508,Ho,1,1,0.128386,-0.398761,0.962154,-0.102151
6541,14,508,Ho,1,1,-0.0453143,-0.362504,0.208365,0.0389849
6542,15,508,Ho,1,1,-0.378055,0.603352,0.314534,0.00273711
6543,16,508,Ho,1,1,0.0,0.0,0.0,0.0
6544,17,508,Ho,1,1,0.0,0.0,0.0,0.0
6545,18,508,Ho,1,1,0.0,0.0,0.0,0.0
6546,19,508,Ho,1,1,-0.155769,0.299674,0.129962,0.164648
6547,20,508,Ho,1,1,0.0630154,-0.00703314,-0.594724,-0.151909
6548,21,508,Ho,1,1,0.233213,0.107004,-0.900934,-0.524679
6549,22,508,Ho,1,1,0.356731,0.452372,-0.557291,-0.11936
6550,23,508,Ho,1,1,0.27209,-0.470575,-0.467135,0.308865
6551,24,508,Ho,1,1,-0.101184,0.208785,0.399718,0.546321
6552,25,508,Ho,1,1,-0.553962,0.297698,0.702205,0.890571
6553,26,508,Ho,1,1,0.0520774,-0.619384,0.810902,0.148776
6554,27,508,Ho,1,1,-0.238386,-0.466293,0.169642,-0.17965
6555,28,508,Ho,1,1,-0.366105,-0.145289,0.0467275,-0.0681711
6556,29,508,Ho,1,1,-0.335788,-0.313751,-0.899859,-0.218353
6557,30,508,Ho,1,1,0.0210729,0.0436848,-1.19266,-0.371783
6558,31,508,Ho,1,1,-0.163072,0.322085,-0.655522,-0.179895
6559,32,508,Ho,1,1,-0.0175433,-0.169301,-0.281788,0.245265
6560,33,508,Ho,1,1,-0.210927,-0.404684,-0.0566809,0.0163192
6561,34,508,Ho,1,1,-0.623056,-0.109646,0.217695,0.227924
6562,35,508,Ho,1,1,0.218596,-0.124592,0.0241694,-0.152676
6563,36,508,Ho,1,1,0.0616488,-0.266978,0.0583073,4.26992e-05
6564,37,508,Ho,1,1,0.108214,-0.160813,0.108558,-0.0397199
6565,38,508,Ho,1,1,0.213963,0.575079,0.200307,-0.259807
6566,39,508,Ho,1,1,-0.197884,-0.000209738,0.0894774,0.359365
6567,40,508,Ho,1,1,-0.535412,-0.249137,-0.18648,0.0681311
6568,41,508,Ho,1,1,-0.407863,0.178118,0.112648,-0.321769
6569,42,508,Ho,1,1,-0.371383,0.361647,0.50545,-0.0878963
6570,43,508,Ho,1,1,0.315822,0.482923,-0.482475,-0.206889
6571,44,508,Ho,1,1,0.225401,0.170256,-0.203342,-0.171375
6572,45,508,Ho,1,1,0.155491,-0.0954351,0.222154,-0.0957549
6573,46,508,Ho,1,1,0.229923,0.248594,0.446872,0.242321
6574,47,508,Ho,1,1,-0.102483,0.489145,0.523135,0.173772
6575,48,508,Ho,1,1,0.128643,0.22664,0.0833493,0.331438
6576,49,508,Ho,1,1,0.265503,-0.413256,0.82338,0.099967
6577,50,508,Ho,1,1,-0.470703,-0.708139,1.31015,0.0681132
6578,51,508,Ho,1,1,-0.47678,-0.0389921,0.251569,-0.26932
6579,52,508,Ho,1,1,0.0758523,-0.0894965,0.54734,0.132375
6580,53,508,Ho,1,1,0.204285,-0.408153,1.45979,0.463125
6581,54,508,Ho,1,1,0.232348,0.129771,1.00014,0.286144
6582,55,508,Ho,1,1,0.124637,-0.00486629,0.343315,-0.233256
6583,56,508,Ho,1,1,0.312633,0.761267,-0.131327,-0.0650913
6584,57,508,Ho,1,1,0.439961,-0.0815902,-0.334682,-0.0151171
6585,58,508,Ho,1,1,-0.0658824,-0.567398,-0.121993,0.202468
6586,59,508,Ho,1,1,-0.113898,0.301049,-0.486487,0.00210935
6587,60,508,Ho,1,1,0.0240336,0.236634,-1.03258,0.00741949
6588,61,508,Ho,1,1,0.20677,-0.0331171,-0.9143,0.137065
6589,62,508,Ho,1,1,0.209003,0.609484,-1.12042,-0.261043
6590,63,508,Ho,1,1,0.703636,-0.352276,-1.13592,0.112427
6591,64,508,Ho,1,1,0.272908,-0.451447,-0.604689,-0.345798
6592,65,508,Ho,1,1,-0.404403,-0.500448,-0.885726,-0.547758
6593,66,508,Ho,1,1,-0.273034,-0.108908,-0.342992,-0.0916739
6594,67,508,Ho,1,1,0.205574,0.0282801,-0.531774,-0.0824597
6595,68,508,Ho,1,1,0.248488,0.483721,-0.724799,-0.437881
6596,69,508,Ho,1,1,-0.0205439,0.522618,-0.324828,-0.264622
6597,70,508,Ho,1,1,-0.315695,0.0230058,-0.363459,-0.167609
6598,71,508,Ho,1,1,-0.150725,-0.117966,0.383383,-0.0131232
6599,72,508,Ho,1,1,-0.204874,-0.00727233,0.930992,0.036973
6600,73,508,Ho,1,1,-0.0121537,0.0966725,0.043879,-0.406524
6601,74,508,Ho,1,1,-0.426512,-0.538519,0.473534,-0.121442
6602,75,508,Ho,1,1,-0.375046,-0.381449,0.384901,-0.190228
6603,76,508,Ho,1,1,-0.0500091,-0.0417722,-0.0954579,-0.0429425
6604,77,508,Ho,1,1,-0.247394,-0.359506,0.413403,-0.00259596
6605,78,508,Ho,1,1,0.00501322,-0.217629,0.811474,0.516114
6606,79,508,Ho,1,1,0.623085,0.310474,0.295201,0.189636
6607,80,508,Ho,1,1,-0.234394,-0.219967,0.697943,0.282428
6608,81,508,Ho,1,1,0.147726,0.383861,0.302875,0.0907059
6609,82,508,Ho,1,1,0.321858,-0.187483,0.654023,0.428686
6610,83,508,Ho,1,1,0.253795,-0.098844,0.518756,0.503396
6611,84,508,Ho,1,1,0.299033,0.527818,0.117088,0.100423
6612,85,508,Ho,1,1,-0.13317,0.754625,0.0192478,0.168988
6613,86,508,Ho,1,1,0.0798542,0.193108,-0.642445,0.394292
6614,87,508,Ho,1,1,0.159761,-0.450987,0.166658,0.00103949
6615,88,508,Ho,1,1,-0.514823,-0.587413,0.214603,-0.185433
6616,89,508,Ho,1,1,0.0538116,0.653595,-0.423117,-0.125555
6617,90,508,Ho,1,1,0.0502854,0.0958637,0.0821302,-0.152438
6618,91,508,Ho,1,1,0.549655,0.481649,-0.513959,0.182406
6619,92,508,Ho,1,1,-0.148002,0.00996761,-0.175058,-0.142371
6620,93,508,Ho,1,1,0.0786975,0.368545,-0.717963,-0.228713
6621,94,508,Ho,1,1,-0.0401746,-0.410845,-0.661127,-0.112189
6622,95,508,Ho,1,1,-0.0807752,-0.345681,-0.51831,-0.256685
6623,96,508,Ho,1,1,-0.0550181,0.108421,-0.139086,-0.129009
6624,97,508,Ho,1,1,0.122353,-0.161044,0.0310282,-0.0877196
6625,98,508,Ho,1,1,0.00942353,-0.301755,0.0598334,0.199817
6626,99,508,Ho,1,1,-0.162308,0.0013198,-0.357358,-0.440737
6627,100,508,Ho,1,1,-0.0945233,-0.231595,0.376966,0.253057
6628,101,508,Ho,1,1,0.048946,0.0134625,0.72239,0.372021
6629,102,508,Ho,1,1,-0.385454,0.184183,0.38149,-0.0994755
6630,1,508,Ho,1,2,0.211466,-0.106249,0.692443,0.040233
6631,2,508,Ho,1,2,0.288798,0.325724,0.0191454,0.247242
6632,3,508,Ho,1,2,0.270106,-0.327053,0.445116,0.330889
6633,4,508,Ho,1,2,-0.194552,-0.0216473,0.382258,0.241713
6634,5,508,Ho,1,2,-0.336765,-0.442329,-0.364923,0.146849
6635,6,508,Ho,1,2,-0.635185,0.104686,-1.01965,-0.271529
6636,7,508,Ho,1,2,0.211753,0.113182,-1.41994,-0.338177
6637,8,508,Ho,1,2,-0.0880817,-0.0103386,-0.807592,-0.16795
6638,9,508,Ho,1,2,-0.570231,-0.308448,-0.625965,-0.430871
6639,10,508,Ho,1,2,-0.318054,-0.239967,-0.328588,0.0809431
6640,11,508,Ho,1,2,0.0170351,-0.213829,-0.589455,0.221882
6641,12,508,Ho,1,2,-0.135304,0.309043,-0.20651,-0.00997338
6642,13,508,Ho,1,2,0.212409,-0.010654,0.267393,0.0349351
6643,14,508,Ho,1,2,-0.0069157,0.174327,-0.0227162,-0.0593491
6644,15,508,Ho,1,2,0.45015,0.0311646,0.00436681,0.166607
6645,16,508,Ho,1,2,-0.194247,0.291618,-0.0846311,-0.118386
6646,17,508,Ho,1,2,0.0910433,0.18345,0.267963,-0.501892
6647,18,508,Ho,1,2,0.208521,0.331663,0.205946,-0.194817
6648,19,508,Ho,1,2,0.0393771,-0.467328,0.0416001,-0.0713228
6649,20,508,Ho,1,2,-0.230172,0.216091,1.01471,-0.0955797
6650,21,508,Ho,1,2,-0.269633,0.659789,1.03848,-0.382165
6651,22,508,Ho,1,2,0.0529236,0.487171,0.28627,-0.393006
6652,23,508,Ho,1,2,0.304406,-0.398209,0.479891,-0.185006
6653,24,508,Ho,1,2,0.251917,0.0452311,-0.566943,-0.616635
6654,25,508,Ho,1,2,0.37586,0.626237,-0.695786,-0.0997575
6655,26,508,Ho,1,2,0.77864,0.307849,0.12425,0.393183
6656,27,508,Ho,1,2,0.265066,-0.279171,0.50498,0.499469
6657,28,508,Ho,1,2,-0.152252,-0.336697,0.669357,0.529097
6658,29,508,Ho,1,2,0.313855,0.819136,0.375464,0.208087
6659,30,508,Ho,1,2,0.136757,0.242152,0.148576,0.217696
6660,31,508,Ho,1,2,-0.0772573,-0.28692,-0.127308,0.147514
6661,32,508,Ho,1,2,0.0,0.0,0.0,0.0
6662,33,508,Ho,1,2,0.0,0.0,0.0,0.0
6663,34,508,Ho,1,2,0.0,0.0,0.0,0.0
6664,35,508,Ho,1,2,-0.887278,-0.751206,0.300011,0.597334
6665,36,508,Ho,1,2,-0.652165,-0.921789,0.00773717,0.626395
6666,37,508,Ho,1,2,-0.903792,-1.15111,0.210546,0.37702
6667,38,508,Ho,1,2,-0.210661,-0.281528,-0.0689344,-0.225129
6668,39,508,Ho,1,2,0.136618,0.368343,0.345967,-0.238689
6669,40,508,Ho,1,2,0.350702,0.137149,0.597036,0.337589
6670,41,508,Ho,1,2,-0.0970853,-0.320211,0.454466,0.227481
6671,42,508,Ho,1,2,0.176791,-0.0652651,0.0320476,-0.0997567
6672,43,508,Ho,1,2,0.524193,0.161446,0.58119,0.0240543
6673,44,508,Ho,1,2,0.21566,0.182027,0.582273,-0.0538626
6674,45,508,Ho,1,2,0.30211,-0.0706054,0.0210398,-0.104845
6675,46,508,Ho,1,2,0.175681,0.252167,0.714439,0.0028745
6676,47,508,Ho,1,2,0.33923,0.748206,0.019692,0.0331877
6677,48,508,Ho,1,2,0.0493543,0.15445,-0.253415,0.238487
6678,49,508,Ho,1,2,-0.0976562,0.23426,-0.17243,-0.104815
6679,50,508,Ho,1,2,0.478939,0.0589886,0.231163,-0.00656182
6680,51,508,Ho,1,2,0.650671,0.353249,-0.215431,-0.0933095
