,Time,Subject,Condition,MotorMapping,Run,FFA,PPA,RH,LH
19061,90,513,Ho,2,1,-0.185623,0.233239,-0.00259989,0.26914
19062,91,513,Ho,2,1,-0.348549,0.118702,-0.26664,-0.223767
19063,92,513,Ho,2,1,-0.111168,-0.18647,-0.331571,-0.426677
19064,93,513,Ho,2,1,-0.145609,-0.506396,-0.317553,0.24307
19065,94,513,Ho,2,1,-0.0351522,-0.144167,-0.403662,0.0703172
19066,95,513,Ho,2,1,-0.299528,-0.245561,-0.585377,-0.268751
19067,96,513,Ho,2,1,0.0251992,-0.359149,-0.261855,-0.134971
19068,97,513,Ho,2,1,0.0766173,0.368245,0.162163,0.109868
19069,98,513,Ho,2,1,-0.191264,0.100412,0.103375,0.0532548
19070,99,513,Ho,2,1,-0.169562,0.0958363,0.00531266,0.128591
19071,100,513,Ho,2,1,-0.0645263,0.00353394,0.179753,0.528024
19072,101,513,Ho,2,1,-0.126637,0.0427868,-0.0404825,0.426742
19073,102,513,Ho,2,1,0.524626,-0.310217,0.0503252,-0.187925
19074,1,513,Ho,2,2,0.133633,1.10211,-0.2947,0.14103
19075,2,513,Ho,2,2,0.334871,0.340862,-0.448608,0.094486
19076,3,513,Ho,2,2,0.18396,-0.18341,-0.00253297,0.271317
19077,4,513,Ho,2,2,0.108726,-0.381822,-0.0227151,-0.0525219
19078,5,513,Ho,2,2,0.139423,-0.250038,0.0532551,-0.174914
19079,6,513,Ho,2,2,0.113686,-0.271067,0.125533,0.0575542
19080,7,513,Ho,2,2,-0.018907,-0.564912,-0.106871,-0.330775
19081,8,513,Ho,2,2,-0.0185956,0.167248,-0.0123586,-0.436474
19082,9,513,Ho,2,2,-0.155987,0.154512,0.147225,-0.0667397
19083,10,513,Ho,2,2,-0.22509,-0.170119,0.193093,-0.0111516
19084,11,513,Ho,2,2,0.0839936,-0.190688,0.151836,-0.169307
19085,12,513,Ho,2,2,0.0292604,0.29126,0.187481,-0.0453679
19086,13,513,Ho,2,2,-0.0753257,-0.112678,0.233106,-0.0503879
19087,14,513,Ho,2,2,-0.0105786,-0.18004,0.209665,0.241175
19088,15,513,Ho,2,2,-0.141245,-0.224471,0.0883801,0.201376
19089,16,513,Ho,2,2,-0.173676,-0.0114566,0.0814226,-0.153383
19090,17,513,Ho,2,2,-0.312161,0.186774,-0.0937844,0.135752
19091,18,513,Ho,2,2,-0.0572048,-0.30432,-0.150548,0.242107
19092,19,513,Ho,2,2,0.066606,-0.361055,-0.0882604,0.116356
19093,20,513,Ho,2,2,-0.00725737,-0.0719791,0.0940556,0.119422
19094,21,513,Ho,2,2,-0.0562652,0.100011,0.0817452,0.229883
19095,22,513,Ho,2,2,-0.105279,0.169892,-0.165347,0.0773358
19096,23,513,Ho,2,2,-0.107388,0.3948,0.141134,0.121881
19097,24,513,Ho,2,2,-0.321885,-0.275137,0.482303,0.189876
19098,25,513,Ho,2,2,-0.112031,-0.254206,0.438223,-0.0105037
19099,26,513,Ho,2,2,0.0182665,0.295682,0.412043,0.184668
19100,27,513,Ho,2,2,-0.136494,-0.0876656,0.362215,0.574684
19101,28,513,Ho,2,2,0.00225241,0.123732,0.0268471,0.244248
19102,29,513,Ho,2,2,0.0322868,0.152184,-0.153207,0.171734
19103,30,513,Ho,2,2,0.0144026,-0.159238,-0.122792,-0.397954
19104,31,513,Ho,2,2,0.141191,-0.0375795,-0.17093,-0.33258
19105,32,513,Ho,2,2,-0.320854,-0.151893,-0.240895,-0.017013
19106,33,513,Ho,2,2,0.0321356,0.277908,0.0420584,-0.0606734
19107,34,513,Ho,2,2,0.0,0.0,0.0,0.0
19108,35,513,Ho,2,2,0.0,0.0,0.0,0.0
19109,36,513,Ho,2,2,-0.0207038,-0.362194,-0.323508,0.112092
19110,37,513,Ho,2,2,0.107638,-0.224776,-0.124483,-0.498269
19111,38,513,Ho,2,2,-0.0298716,0.0579543,-0.107612,-0.681594
19112,39,513,Ho,2,2,0.215457,-0.159394,-0.188837,-0.223091
19113,40,513,Ho,2,2,0.0644718,0.0229997,-0.131171,-0.0555628
19114,41,513,Ho,2,2,0.212441,0.582155,-0.196624,-0.045843
19115,42,513,Ho,2,2,0.128247,-0.187848,-0.129268,-0.386263
19116,43,513,Ho,2,2,0.186488,-0.115145,0.081862,-0.0138919
19117,44,513,Ho,2,2,0.409761,0.230356,0.0737216,-0.167357
19118,45,513,Ho,2,2,0.0,0.0,0.0,0.0
19119,46,513,Ho,2,2,0.0,0.0,0.0,0.0
19120,47,513,Ho,2,2,0.0,0.0,0.0,0.0
19121,48,513,Ho,2,2,-0.0507568,0.766985,-0.269364,-0.155304
19122,49,513,Ho,2,2,-0.0440438,0.961533,-0.651285,-0.167592
19123,50,513,Ho,2,2,0.100669,-0.312686,-0.45479,-0.306501
19124,51,513,Ho,2,2,0.240194,-0.472814,-0.464935,-0.278905
19125,52,513,Ho,2,2,0.277035,0.410663,-0.070384,0.187485
19126,53,513,Ho,2,2,0.114501,0.642265,-0.385482,0.0766528
19127,54,513,Ho,2,2,-0.108061,0.631821,-0.261118,0.193319
19128,55,513,Ho,2,2,0.142662,0.942614,-0.297314,0.176497
19129,56,513,Ho,2,2,-0.103844,0.488188,-0.223134,0.172791
19130,57,513,Ho,2,2,-0.295417,-0.0645354,-0.360967,0.078932
19131,58,513,Ho,2,2,-0.185099,-0.337673,-0.0721851,0.385455
19132,59,513,Ho,2,2,-0.032535,-0.310482,0.177264,-0.288215
19133,60,513,Ho,2,2,-0.500397,-0.838036,0.0562157,0.0617285
19134,61,513,Ho,2,2,-0.432146,-0.554897,0.13495,-0.0170797
19135,62,513,Ho,2,2,-0.217695,-0.279551,0.00534929,0.109681
19136,63,513,Ho,2,2,-0.0331351,0.00283329,0.276734,-0.0817305
19137,64,513,Ho,2,2,-0.266708,0.410223,0.274702,0.0101836
19138,65,513,Ho,2,2,-0.209172,-0.104913,0.403771,-0.111916
19139,66,513,Ho,2,2,0.0940429,-0.417749,0.320655,0.0460011
19140,67,513,Ho,2,2,0.0909629,-0.393046,0.397149,0.185631
19141,68,513,Ho,2,2,-0.10611,-0.607502,0.303321,0.00688521
19142,69,513,Ho,2,2,-0.053987,-0.417358,0.127209,0.106426
19143,70,513,Ho,2,2,0.0406444,-0.0835117,0.187814,0.432433
19144,71,513,Ho,2,2,-0.11734,0.358386,0.0861233,0.323384
19145,72,513,Ho,2,2,0.0355057,0.335335,0.109509,0.725958
19146,73,513,Ho,2,2,-0.171997,-0.116766,0.187978,0.0382748
19147,74,513,Ho,2,2,0.152608,-0.122186,0.131479,-0.443197
19148,75,513,Ho,2,2,0.213042,0.0889139,0.0145885,-0.289646
19149,76,513,Ho,2,2,0.123807,0.265376,0.0745153,-0.424179
19150,77,513,Ho,2,2,0.37461,0.51946,-0.215531,-0.0199045
19151,78,513,Ho,2,2,0.336486,0.373719,-0.225343,-0.118773
19152,79,513,Ho,2,2,0.327494,-0.028645,0.135189,0.354245
19153,80,513,Ho,2,2,0.258642,-0.3116,0.114544,0.0120605
19154,81,513,Ho,2,2,0.110488,-0.759389,-0.0443971,0.121379
19155,82,513,Ho,2,2,-0.151405,-1.05761,0.431968,0.555478
19156,83,513,Ho,2,2,0.0377288,-1.21544,0.317908,0.737525
19157,84,513,Ho,2,2,-0.103864,-0.0254046,0.0716358,-0.0947459
19158,85,513,Ho,2,2,0.16679,0.158682,0.0215048,-0.184182
19159,86,513,Ho,2,2,0.388396,-0.0772089,0.101345,-0.180591
19160,87,513,Ho,2,2,0.25756,0.237434,0.0604731,-0.575558
19161,88,513,Ho,2,2,0.290672,0.278846,0.280426,-0.318057
19162,89,513,Ho,2,2,-0.0103947,0.179783,0.261431,0.02926
19163,90,513,Ho,2,2,0.00164038,0.158707,-0.109627,-0.134455
19164,91,513,Ho,2,2,-0.0671741,-0.212035,-0.280018,-0.0724414
19165,92,513,Ho,2,2,-0.283802,-0.15705,-0.395039,0.336216
19166,93,513,Ho,2,2,-0.623634,0.393,-0.143645,0.176891
19167,94,513,Ho,2,2,0.032537,0.541075,-0.0448756,0.201653
19168,95,513,Ho,2,2,0.168162,0.572015,0.119297,-0.0931341
19169,96,513,Ho,2,2,-0.0949722,1.03877,0.288687,-0.0688853
19170,97,513,Ho,2,2,-0.0673579,0.37635,0.147739,-0.0842778
19171,98,513,Ho,2,2,-0.0926366,-0.155663,-0.015292,-0.733895
19172,99,513,Ho,2,2,-0.162645,0.21624,-0.278715,-0.54301
19173,100,513,Ho,2,2,0.00920262,-0.0935125,-0.13678,0.127035
19174,101,513,Ho,2,2,-0.0530713,-0.362067,-0.339505,0.149212
19175,102,513,Ho,2,2,-0.0990775,-0.817189,-0.313898,0.522142
19176,1,513,Hp,1,1,0.384768,0.398,0.0915606,0.319617
19177,2,513,Hp,1,1,0.105318,0.469995,-0.0970867,-0.272075
19178,3,513,Hp,1,1,0.00652831,0.261351,-0.18374,-0.205453
19179,4,513,Hp,1,1,0.120465,0.353069,-0.287401,-0.117963
19180,5,513,Hp,1,1,0.0526868,0.279695,-0.224358,0.137863
19181,6,513,Hp,1,1,0.158888,-0.25687,-0.271004,0.129775
19182,7,513,Hp,1,1,-0.412102,0.369105,-0.161558,0.22669
19183,8,513,Hp,1,1,-0.150111,-0.0406148,-0.191334,0.0986476
19184,9,513,Hp,1,1,-0.208448,-0.381473,-0.0330178,0.152372
19185,10,513,Hp,1,1,0.238181,0.103202,0.0861616,0.299734
19186,11,513,Hp,1,1,-0.0719995,-0.40074,-0.0696053,0.419434
19187,12,513,Hp,1,1,-0.0103187,-0.266999,0.0964343,-0.11879
19188,13,513,Hp,1,1,-0.265016,-0.174135,0.0155082,-0.0625896
19189,14,513,Hp,1,1,0.0356987,0.240077,0.00389813,0.268211
19190,15,513,Hp,1,1,0.180147,-0.271095,0.0505912,0.143391
19191,16,513,Hp,1,1,-0.0453539,-0.0824313,0.253532,-0.0572034
19192,17,513,Hp,1,1,-0.117968,-0.15619,-0.140674,0.155862
19193,18,513,Hp,1,1,-0.045309,-0.456391,-0.122646,-0.242285
19194,19,513,Hp,1,1,-0.287414,-0.372235,0.0343839,-0.0422144
19195,20,513,Hp,1,1,-0.0584037,0.158838,0.19409,0.158883
19196,21,513,Hp,1,1,0.272274,0.181196,0.285771,0.041388
19197,22,513,Hp,1,1,0.0482161,-0.670897,0.356022,-0.494216
19198,23,513,Hp,1,1,-0.323826,-0.496438,0.179527,-0.259624
19199,24,513,Hp,1,1,-0.00706779,-0.234878,0.000253051,-0.256984
19200,25,513,Hp,1,1,-0.102571,0.054649,0.096305,-0.685001
19201,26,513,Hp,1,1,-0.033929,-0.561031,0.310878,-0.303092
19202,27,513,Hp,1,1,-0.237583,-0.772311,0.270622,-0.405544
19203,28,513,Hp,1,1,0.0273757,0.0847679,0.11423,-0.520386
19204,29,513,Hp,1,1,0.0580529,-0.0629602,0.00864497,-0.273719
19205,30,513,Hp,1,1,-0.178686,-0.321986,0.286788,-0.296798
19206,31,513,Hp,1,1,-0.103132,-0.0793554,0.261858,-0.196712
19207,32,513,Hp,1,1,-0.16549,-0.0182811,0.0350609,0.230745
19208,33,513,Hp,1,1,0.191222,0.226393,-0.275991,0.161471
19209,34,513,Hp,1,1,0.236719,0.535802,-0.0463108,0.147818
19210,35,513,Hp,1,1,-0.135822,0.395571,0.0132735,0.138438
19211,36,513,Hp,1,1,-0.111304,0.514425,-0.207909,0.334548
19212,37,513,Hp,1,1,0.128539,0.370034,-0.0961508,0.181621
19213,38,513,Hp,1,1,0.210438,0.705523,-0.0262619,0.0520872
19214,39,513,Hp,1,1,0.646825,0.492349,0.128995,-0.0645561
19215,40,513,Hp,1,1,0.186753,0.603366,-0.00417191,0.207187
19216,41,513,Hp,1,1,0.298591,0.181267,-0.0471761,-0.1663
19217,42,513,Hp,1,1,0.123512,0.00511469,0.0134835,-0.0332305
19218,43,513,Hp,1,1,-0.055494,0.796679,-0.0239318,-0.073088
19219,44,513,Hp,1,1,0.174784,-0.0301511,0.30394,-0.160542
19220,45,513,Hp,1,1,0.0503671,-0.399857,0.100233,-0.080267
19221,46,513,Hp,1,1,-0.201962,-0.536259,0.145971,0.127244
19222,47,513,Hp,1,1,0.0525923,-0.388552,0.148194,0.286545
19223,48,513,Hp,1,1,0.0180578,-0.226205,0.128691,0.227008
19224,49,513,Hp,1,1,0.161826,-0.488741,-0.00469793,0.250111
19225,50,513,Hp,1,1,-0.12087,-0.318856,0.19829,0.138807
19226,51,513,Hp,1,1,-0.316077,0.0855604,0.107758,0.231636
19227,52,513,Hp,1,1,0.0170198,0.3297,0.114639,0.152257
19228,53,513,Hp,1,1,-0.16916,-0.486325,-0.0170499,-0.255392
19229,54,513,Hp,1,1,-0.408641,-0.789488,0.119762,-0.268656
19230,55,513,Hp,1,1,-0.416826,0.340747,-0.232525,-0.0510943
19231,56,513,Hp,1,1,0.220578,0.612532,-0.243617,-0.17484
19232,57,513,Hp,1,1,0.149466,0.284658,-0.112913,-0.257386
19233,58,513,Hp,1,1,0.0498955,-0.143234,0.09126,0.160295
19234,59,513,Hp,1,1,0.194116,0.290609,0.0679254,0.274632
19235,60,513,Hp,1,1,0.151637,0.916657,-0.53055,0.557651
19236,61,513,Hp,1,1,0.28879,0.5297,-0.454424,0.475506
19237,62,513,Hp,1,1,-0.238629,0.264198,-0.298306,0.333455
19238,63,513,Hp,1,1,-0.02739,0.523033,0.0147985,0.103383
19239,64,513,Hp,1,1,0.109374,0.420528,-0.346487,0.454051
19240,65,513,Hp,1,1,-0.0994222,-0.259526,-0.214041,0.441213
19241,66,513,Hp,1,1,0.144526,-0.352167,-0.240716,-0.102226
19242,67,513,Hp,1,1,0.0309411,0.254403,-0.115749,0.0892091
19243,68,513,Hp,1,1,0.103726,0.217407,-0.268742,0.272993
19244,69,513,Hp,1,1,-0.0327094,0.012504,-0.223158,0.284243
19245,70,513,Hp,1,1,-0.0648149,-0.109893,-0.227131,0.165285
19246,71,513,Hp,1,1,-0.0760324,-0.0892915,0.108803,0.00102333
19247,72,513,Hp,1,1,-0.038132,-0.324753,0.325833,-0.576568
19248,73,513,Hp,1,1,-0.193866,-0.456816,0.233409,-0.75807
19249,74,513,Hp,1,1,-0.418215,-0.643384,-0.0335664,-0.359447
19250,75,513,Hp,1,1,-0.090882,-0.663522,-0.180568,-0.120123
19251,76,513,Hp,1,1,0.039493,-0.461152,-0.0603361,-0.238699
19252,77,513,Hp,1,1,-0.150915,-0.186507,0.0397711,0.0761329
19253,78,513,Hp,1,1,-0.371419,-0.760276,0.117176,-0.100564
19254,79,513,Hp,1,1,0.0183735,-0.629385,-0.027443,0.0037594
19255,80,513,Hp,1,1,0.296976,-0.11415,-0.0274647,-0.414354
19256,81,513,Hp,1,1,0.0845124,-0.00802399,-0.146193,0.0567747
19257,82,513,Hp,1,1,-0.12369,-0.452893,0.182198,-0.270482
19258,83,513,Hp,1,1,-0.0947374,-0.220181,0.309146,-0.246289
19259,84,513,Hp,1,1,0.150681,0.362925,0.0343372,-0.120396
19260,85,513,Hp,1,1,0.188107,-0.194775,-0.0804005,0.0292848
19261,86,513,Hp,1,1,0.444951,0.0761702,0.0927257,0.0891901
19262,87,513,Hp,1,1,-0.0317334,0.0293153,0.154679,-0.0220594
19263,88,513,Hp,1,1,0.0548229,0.497372,-0.154943,0.00779193
19264,89,513,Hp,1,1,0.078217,0.962615,0.0700954,0.334891
19265,90,513,Hp,1,1,0.0930452,0.881828,-0.146387,-0.00296955
19266,91,513,Hp,1,1,-0.0906642,0.572279,0.013419,-0.304765
19267,92,513,Hp,1,1,-0.185157,0.333538,0.181045,-0.0237106
19268,93,513,Hp,1,1,0.324704,0.286642,0.159415,-0.096511
19269,94,513,Hp,1,1,0.105615,0.327649,-0.00758769,-0.167707
19270,95,513,Hp,1,1,0.0980495,0.35715,-0.200995,0.00192878
19271,96,513,Hp,1,1,-0.167086,0.129419,0.0698978,0.238369
19272,97,513,Hp,1,1,0.0475307,-0.0213434,0.187225,0.141704
19273,98,513,Hp,1,1,-0.141567,-0.206982,-0.26306,0.0674131
19274,99,513,Hp,1,1,-0.134344,-0.343536,-0.0504152,0.325932
19275,100,513,Hp,1,1,-0.221216,-0.675896,0.214,-0.146778
19276,101,513,Hp,1,1,0.199233,-0.0837931,0.114545,-0.254581
19277,102,513,Hp,1,1,-0.0996976,-0.536386,0.0827389,0.316798
19278,1,513,Hp,1,2,0.17115,0.76445,-0.0375428,-0.218794
19279,2,513,Hp,1,2,0.0606564,0.330069,0.0310596,-0.000578865
19280,3,513,Hp,1,2,0.239393,0.457412,-0.167478,0.231494
19281,4,513,Hp,1,2,0.0703811,-0.0334764,-0.129648,-0.0305402
19282,5,513,Hp,1,2,-0.0865703,0.0846608,0.0495523,0.037439
19283,6,513,Hp,1,2,-0.0543143,0.192808,-0.333662,0.0961418
19284,7,513,Hp,1,2,0.0354469,-0.143476,-0.173379,0.128363
19285,8,513,Hp,1,2,-0.1771,-0.202565,-0.227414,0.140251
19286,9,513,Hp,1,2,-0.399596,-0.070639,-0.144635,0.131789
19287,10,513,Hp,1,2,-0.292326,-0.394957,-0.116501,0.185948
19288,11,513,Hp,1,2,0.0487975,-0.00395187,-0.154604,0.0439999
19289,12,513,Hp,1,2,0.0958698,0.173032,0.133287,-0.190011
19290,13,513,Hp,1,2,0.127305,0.0772389,0.295819,-0.18872
19291,14,513,Hp,1,2,-0.00746195,-0.137077,0.219181,0.221635
19292,15,513,Hp,1,2,-0.0593112,0.226288,0.142269,0.302474
19293,16,513,Hp,1,2,0.110482,-0.515839,0.239041,-0.0176692
19294,17,513,Hp,1,2,0.0297476,-0.824234,0.288029,0.105193
19295,18,513,Hp,1,2,-0.116628,-0.699158,0.509048,-0.237547
19296,19,513,Hp,1,2,0.233315,0.457859,0.145342,-0.0491977
19297,20,513,Hp,1,2,0.138765,-0.0821741,0.236355,-0.422518
19298,21,513,Hp,1,2,-0.034442,-0.0183047,0.407322,-0.241417
19299,22,513,Hp,1,2,-0.405666,-0.207755,0.149362,-0.0763549
19300,23,513,Hp,1,2,-0.24408,-0.0215681,0.219576,0.194003
19301,24,513,Hp,1,2,0.118862,-0.126007,0.0604542,-0.304269
19302,25,513,Hp,1,2,0.041576,-0.124542,-0.203832,0.0343197
19303,26,513,Hp,1,2,-0.0398756,0.328334,-0.0939487,0.0195247
19304,27,513,Hp,1,2,0.123348,0.339829,-0.155158,-0.132503
19305,28,513,Hp,1,2,0.208037,0.515186,-0.156264,-0.0889183
19306,29,513,Hp,1,2,0.0446752,0.296174,0.2778,0.209471
19307,30,513,Hp,1,2,0.255166,-0.195888,-0.449669,0.132665
19308,31,513,Hp,1,2,0.188776,0.126871,-0.174922,-0.223828
19309,32,513,Hp,1,2,-0.313715,-0.352247,-0.0298786,-0.401797
19310,33,513,Hp,1,2,0.0442909,-0.410928,-0.279111,0.0393328
19311,34,513,Hp,1,2,0.177013,-0.0933718,-0.0894722,-0.117001
19312,35,513,Hp,1,2,0.0388073,-0.106938,-0.32241,-0.19985
19313,36,513,Hp,1,2,-0.174253,-0.196823,-0.122337,0.151435
19314,37,513,Hp,1,2,0.13814,0.0151282,0.243779,0.340354
19315,38,513,Hp,1,2,-0.245889,-0.603851,0.0432538,0.157073
19316,39,513,Hp,1,2,-0.0812784,-0.104001,0.00375019,0.327034
19317,40,513,Hp,1,2,0.0761831,-0.428256,0.137228,0.208054
19318,41,513,Hp,1,2,-0.0500133,-0.0399148,-0.104679,0.454734
19319,42,513,Hp,1,2,-0.306748,-0.935372,-0.150163,-0.103797
19320,43,513,Hp,1,2,-0.211,-0.391549,0.0768214,0.021617
19321,44,513,Hp,1,2,-0.0132629,0.807504,-0.34023,0.00508673
19322,45,513,Hp,1,2,0.116619,0.315559,-0.400941,-0.0925823
19323,46,513,Hp,1,2,-0.0582383,-0.24329,-0.392345,-0.241567
19324,47,513,Hp,1,2,-0.0519747,0.0583445,-0.0148156,-0.465567
19325,48,513,Hp,1,2,0.0857573,0.335462,-0.0278624,-0.584774
19326,49,513,Hp,1,2,0.0218908,0.186631,0.0963939,-0.291441
19327,50,513,Hp,1,2,0.307417,0.362917,0.0794009,-0.325941
19328,51,513,Hp,1,2,0.386221,0.309428,0.254927,-0.203613
19329,52,513,Hp,1,2,0.13275,0.35281,0.179631,0.0557525
19330,53,513,Hp,1,2,0.258965,0.304839,0.360635,0.058732
19331,54,513,Hp,1,2,-0.138946,0.468719,0.116387,-0.0755375
19332,55,513,Hp,1,2,0.12987,0.031767,0.206226,0.0387233
19333,56,513,Hp,1,2,-0.124186,0.193071,0.211212,0.201431
19334,57,513,Hp,1,2,-0.274732,0.276809,0.114543,0.351896
19335,58,513,Hp,1,2,-0.141483,0.143635,-0.228371,0.363802
19336,59,513,Hp,1,2,0.0,0.0,0.0,0.0
19337,60,513,Hp,1,2,0.0,0.0,0.0,0.0
19338,61,513,Hp,1,2,-0.44451,-1.22106,0.0839061,0.0759981
19339,62,513,Hp,1,2,0.0,0.0,0.0,0.0
19340,63,513,Hp,1,2,0.0,0.0,0.0,0.0
19341,64,513,Hp,1,2,0.0,0.0,0.0,0.0
19342,65,513,Hp,1,2,-0.0712161,-0.465816,-0.188698,0.126568
19343,66,513,Hp,1,2,0.00451259,-0.707559,-0.193506,0.497069
19344,67,513,Hp,1,2,-0.02598,-0.852358,-0.25816,0.520628
19345,68,513,Hp,1,2,0.0,0.0,0.0,0.0
19346,69,513,Hp,1,2,0.0,0.0,0.0,0.0
19347,70,513,Hp,1,2,0.0939698,0.246072,-0.867365,-0.0990441
19348,71,513,Hp,1,2,-0.0671837,0.251151,0.104628,-0.193731
19349,72,513,Hp,1,2,0.0436213,0.92719,-0.042576,-0.189168
19350,73,513,Hp,1,2,0.0626949,0.951014,0.0501472,-0.135905
19351,74,513,Hp,1,2,0.0880187,0.0427146,0.32647,0.137757
19352,75,513,Hp,1,2,0.210571,0.108819,0.277739,-0.20392
19353,76,513,Hp,1,2,-0.18685,0.263586,0.0107209,-0.0990848
19354,77,513,Hp,1,2,0.0241053,-0.210849,0.0503398,-0.271617
19355,78,513,Hp,1,2,0.2599,0.356304,0.199115,-0.0869788
19356,79,513,Hp,1,2,0.140747,0.276739,0.408792,0.154917
19357,80,513,Hp,1,2,0.0251054,0.443626,0.139761,0.022696
19358,81,513,Hp,1,2,-0.0879161,0.332784,-0.00776141,0.295217
19359,82,513,Hp,1,2,-0.126576,0.0776685,0.155709,0.319842
19360,83,513,Hp,1,2,-0.0542423,0.0686857,0.409725,0.267203
19361,84,513,Hp,1,2,0.157736,0.511112,0.324106,-0.189695
19362,85,513,Hp,1,2,0.163879,0.131603,0.207159,-0.031601
19363,86,513,Hp,1,2,-0.194818,-0.365338,-0.123602,-0.117944
19364,87,513,Hp,1,2,0.213656,0.0170228,-0.322568,0.0939351
19365,88,513,Hp,1,2,0.0914905,-0.196752,-0.647573,0.161404
19366,89,513,Hp,1,2,0.178759,-0.155729,-0.583608,0.167439
19367,90,513,Hp,1,2,-0.150404,-0.562064,-0.459855,0.0725655
19368,91,513,Hp,1,2,-0.189338,-0.266509,-0.106278,-0.11091
19369,92,513,Hp,1,2,-0.161233,-0.587811,0.330029,0.110828
19370,93,513,Hp,1,2,-0.217205,-0.106029,0.332453,-0.0449938
19371,94,513,Hp,1,2,-0.318219,0.286357,0.0308689,-0.146456
19372,95,513,Hp,1,2,0.0542569,-0.163723,-0.0431298,0.257896
19373,96,513,Hp,1,2,0.0177122,-0.389512,-0.266942,-0.213618
19374,97,513,Hp,1,2,0.101148,0.0714937,0.000239278,-0.323401
19375,98,513,Hp,1,2,0.14488,0.316305,-0.210832,-0.53728
19376,99,513,Hp,1,2,0.00132998,0.102636,-0.038017,-0.200015
19377,100,513,Hp,1,2,0.116917,-0.0880918,0.346866,-0.0219559
19378,101,513,Hp,1,2,-0.108728,-0.215968,0.233524,0.218295
19379,102,513,Hp,1,2,0.0568249,-0.0523956,0.0317621,0.253627
19380,1,513,Hp,2,1,-0.419517,0.480358,-0.371383,0.838506
19381,2,513,Hp,2,1,0.00453678,0.177533,-0.672227,-0.0500281
19382,3,513,Hp,2,1,-0.167545,0.136831,-0.335191,-0.694034
19383,4,513,Hp,2,1,-0.170804,-0.0484577,-0.100017,-0.109903
19384,5,513,Hp,2,1,0.168173,-0.0348433,0.111318,-0.0596164
19385,6,513,Hp,2,1,-0.0693783,0.157778,0.165793,-0.184844
19386,7,513,Hp,2,1,-0.241277,-0.0790947,-0.0963563,0.0153196
19387,8,513,Hp,2,1,-0.0354345,-0.0491023,-0.264896,-0.141856
19388,9,513,Hp,2,1,0.248306,0.00264282,0.208099,-0.0181239
19389,10,513,Hp,2,1,0.173774,-0.129631,0.290601,-0.0372667
19390,11,513,Hp,2,1,0.286672,0.341949,0.0255115,-0.602312
19391,12,513,Hp,2,1,0.0869807,-0.170888,0.0153764,-0.403901
19392,13,513,Hp,2,1,-0.00996757,-0.223518,-0.119115,-0.403082
19393,14,513,Hp,2,1,-0.120996,-0.547069,0.45987,-0.373769
19394,15,513,Hp,2,1,0.140191,0.168702,0.749435,-0.136543
19395,16,513,Hp,2,1,0.0685048,0.0810569,0.297682,-0.0501467
19396,17,513,Hp,2,1,0.0754172,-0.46971,0.401469,0.414983
19397,18,513,Hp,2,1,0.244744,0.287504,0.360402,0.48434
19398,19,513,Hp,2,1,-0.114018,-0.218429,0.257302,0.967109
19399,20,513,Hp,2,1,0.0171417,-0.00290535,-0.0187816,0.430255
19400,21,513,Hp,2,1,0.00281014,-0.152099,-0.386096,-0.153918
19401,22,513,Hp,2,1,0.0953956,0.404161,-0.296855,-0.00841711
19402,23,513,Hp,2,1,0.256909,0.459808,-0.41032,0.321296
19403,24,513,Hp,2,1,-0.00768572,0.118136,-0.525208,0.161861
19404,25,513,Hp,2,1,-0.21623,-0.572696,-0.530433,0.207683
19405,26,513,Hp,2,1,0.0372775,0.207552,-0.24044,0.201024
19406,27,513,Hp,2,1,0.0,0.0,0.0,0.0
19407,28,513,Hp,2,1,0.0,0.0,0.0,0.0
19408,29,513,Hp,2,1,0.0,0.0,0.0,0.0
19409,30,513,Hp,2,1,0.216986,0.901393,0.064157,-0.0354753
19410,31,513,Hp,2,1,0.0873669,-0.174044,0.537319,0.0895975
19411,32,513,Hp,2,1,-0.421479,-0.29148,0.321341,0.127459
19412,33,513,Hp,2,1,-0.236082,-0.956869,0.698047,-0.348437
19413,34,513,Hp,2,1,-0.00414525,-0.781865,0.92379,-0.397981
19414,35,513,Hp,2,1,0.445476,-0.559584,0.543945,-0.284829
19415,36,513,Hp,2,1,-0.062128,-0.670726,0.155384,0.0928093
19416,37,513,Hp,2,1,5.7882e-05,-0.0690122,0.121393,-0.015707
19417,38,513,Hp,2,1,-0.216772,0.18255,0.106367,0.36058
19418,39,513,Hp,2,1,-0.16456,0.812526,-0.0799809,0.103132
19419,40,513,Hp,2,1,-0.110662,0.609474,-0.376268,0.145593
19420,41,513,Hp,2,1,0.0151775,0.66807,-0.528729,0.189642
19421,42,513,Hp,2,1,-0.102428,0.691284,-0.37763,0.0315909
19422,43,513,Hp,2,1,0.158973,0.240848,-0.0899148,0.0672304
19423,44,513,Hp,2,1,0.0231843,-0.325786,-0.00806542,-0.131614
19424,45,513,Hp,2,1,-0.0809044,0.0268731,0.0175415,0.0845837
19425,46,513,Hp,2,1,0.451417,0.228044,0.053975,0.0227747
19426,47,513,Hp,2,1,0.305596,-0.152239,0.270088,0.169045
19427,48,513,Hp,2,1,-0.00565765,0.0899967,-0.0173326,0.57722
19428,49,513,Hp,2,1,-0.0141872,-0.60148,-0.0394382,0.141974
19429,50,513,Hp,2,1,-0.0476336,-0.702057,-0.253868,-0.0406507
19430,51,513,Hp,2,1,-0.0859072,-0.507095,-0.416104,-0.141876
