,Subject,FFARepEnhancement,FFARepSuppression,PPARepEnhancement,PPARepSuppression
0,503,0.120740413666,0.127861320972,-0.0350849032402,-0.413870364428
1,505,-0.108168244362,-0.139034688473,0.286040969193,-0.092190168798
2,508,-0.00125080347061,0.0432305335999,0.023828804493,-0.33611613512
3,509,0.117148935795,0.0960447192192,0.0974883437157,-0.00547677278519
4,510,0.71288356185,0.353194311261,-0.170799016953,-0.052349627018
5,512,0.0168105959892,-0.096144258976,-0.0948396921158,0.0072329044342
6,513,-0.131934046745,-0.107153475285,0.0294066667557,-0.160599648952
7,516,-0.13041305542,-0.0555565357208,0.0669774413109,-0.165974318981
8,517,-0.0598801374435,0.0609799027443,-0.188322305679,-0.125581413507
9,518,0.521129459143,0.225077301264,-0.33239749074,-0.199033081532
10,519,0.0200245678425,0.0802054703236,0.0765607953072,-0.246183484793
11,523,0.391852915287,0.347825407982,0.163430869579,0.0554462075233
12,527,0.0814429521561,0.0643704533577,-0.0395218729973,-0.198051035404
13,528,-0.142886698246,-0.0381105542183,-0.0424591898918,-0.230605959892
14,529,0.0833137631416,-0.239613413811,0.0736617147923,0.00217455625534
15,530,0.00552439689636,-0.0721636414528,0.0121346712112,-0.45550878346
16,531,-0.0446626543999,0.0479282736778,-0.0133872032166,0.0555047392845
17,532,0.198862910271,-0.154248267412,0.291485905647,0.0253273248672
18,534,-0.205092310905,-0.438886970282,-0.124975323677,-0.396235575899
